AssetID,Latitude,Longitude,Vs30,Value,Vulnerability,occupancy,strType,occType,designLevel,censusTract,ExpectedLoss
"236",37.581460,-122.389797,360,2120.60,"C2L-m-COM8-DF","COM8","C2L","COM","MC","6081605000",NaN
"237",37.581460,-122.389797,360,2120.60,"RM2L-m-COM8-DF","COM8","RM2L","COM","MC","6081605000",NaN
"238",37.581460,-122.389797,360,2163.01,"S2L-m-COM8-DF","COM8","S2L","COM","MC","6081605000",NaN
"239",37.581460,-122.389797,360,2099.39,"S4L-h-COM8-DF","COM8","S4L","COM","HC","6081605000",NaN
"240",37.581460,-122.389797,360,2099.39,"S4L-m-COM8-DF","COM8","S4L","COM","MC","6081605000",NaN
"241",37.581460,-122.389797,360,9207.77,"C2L-m-EDU1-DF","EDU1","C2L","EDU","MS","6081605000",NaN
"242",37.581460,-122.389797,360,9207.77,"PC1-m-EDU1-DF","EDU1","PC1","EDU","MS","6081605000",NaN
"243",37.581460,-122.389797,360,27623.31,"RM1L-m-EDU1-DF","EDU1","RM1L","EDU","MS","6081605000",NaN
"244",37.581460,-122.389797,360,9207.77,"S2L-m-EDU1-DF","EDU1","S2L","EDU","MS","6081605000",NaN
"245",37.581460,-122.389797,360,9207.77,"S4L-m-EDU1-DF","EDU1","S4L","EDU","MS","6081605000",NaN
"246",37.581460,-122.389797,360,19252.61,"W2-m-EDU1-DF","EDU1","W2","EDU","MS","6081605000",NaN
"247",37.581460,-122.389797,360,187.00,"S1M-m-GOV1-DF","GOV1","S1M","GOV","MC","6081605000",NaN
"248",37.581460,-122.389797,360,187.00,"W1-m-GOV1-DF","GOV1","W1","GOV","MC","6081605000",NaN
"249",37.581460,-122.389797,360,5402.00,"RM1L-m-GOV2-DF","GOV2","RM1L","GOV","MS","6081605000",NaN
"250",37.581460,-122.389797,360,359.00,"C1L-m-IND1-DF","IND1","C1L","IND","MC","6081605000",NaN
"251",37.581460,-122.389797,360,1327.25,"PC2L-m-IND2-DF","IND2","PC2L","IND","MC","6081605000",NaN
"252",37.581460,-122.389797,360,1353.80,"S3-m-IND2-DF","IND2","S3","IND","MC","6081605000",NaN
"253",37.581460,-122.389797,360,1313.98,"S4L-m-IND2-DF","IND2","S4L","IND","MC","6081605000",NaN
"254",37.581460,-122.389797,360,1313.98,"S5L-p-IND2-DF","IND2","S5L","IND","PC","6081605000",NaN
"255",37.581460,-122.389797,360,2080.88,"C2L-m-IND5-DF","IND5","C2L","IND","MC","6081605000",NaN
"256",37.581460,-122.389797,360,6242.63,"PC1-m-IND5-DF","IND5","PC1","IND","MC","6081605000",NaN
"257",37.581460,-122.389797,360,2164.11,"RM2L-m-IND5-DF","IND5","RM2L","IND","MC","6081605000",NaN
"258",37.581460,-122.389797,360,2032.60,"S2L-m-IND5-DF","IND5","S2L","IND","MC","6081605000",NaN
"259",37.581460,-122.389797,360,2032.60,"S2M-m-IND5-DF","IND5","S2M","IND","MC","6081605000",NaN
"260",37.581460,-122.389797,360,2094.19,"S3-m-IND5-DF","IND5","S3","IND","MC","6081605000",NaN
"261",37.581460,-122.389797,360,434.19,"C2L-p-IND6-DF","IND6","C2L","IND","PC","6081605000",NaN
"262",37.581460,-122.389797,360,434.19,"C2L-h-IND6-DF","IND6","C2L","IND","VC","6081605000",NaN
"263",37.581460,-122.389797,360,1302.56,"PC1-m-IND6-DF","IND6","PC1","IND","MC","6081605000",NaN
"264",37.581460,-122.389797,360,428.48,"RM1L-h-IND6-DF","IND6","RM1L","IND","HC","6081605000",NaN
"265",37.581460,-122.389797,360,428.48,"RM2L-m-IND6-DF","IND6","RM2L","IND","MC","6081605000",NaN
"266",37.581460,-122.389797,360,2685.11,"W1-m-IND6-DF","IND6","W1","IND","MC","6081605000",NaN
"267",37.581460,-122.389797,360,9064.00,"RM2L-m-REL1-DF","REL1","RM2L","REL","MC","6081605000",NaN
"268",37.581460,-122.389797,360,8973.36,"S1L-h-REL1-DF","REL1","S1L","REL","HC","6081605000",NaN
"269",37.581460,-122.389797,360,8973.36,"S2L-m-REL1-DF","REL1","S2L","REL","MC","6081605000",NaN
"270",37.581460,-122.389797,360,9245.28,"S3-m-REL1-DF","REL1","S3","REL","MC","6081605000",NaN
"271",37.581460,-122.389797,360,55711.24,"W1-h-RES1-DF","RES1","W1","RES","HC","6081605000",NaN
"272",37.581460,-122.389797,360,1281359.00,"W1-m-RES1-DF","RES1","W1","RES","MC","6081605000",NaN
"273",37.581460,-122.389797,360,41783.43,"W1-h-RES1-DF","RES1","W1","RES","VC","6081605000",NaN
"274",37.581460,-122.389797,360,13927.81,"W2-h-RES1-DF","RES1","W2","RES","HC","6081605000",NaN
"275",37.581460,-122.389797,360,1743.24,"C2L-m-RES3AF-DF","RES3A","C2L","RES","MC","6081605000",NaN
"276",37.581460,-122.389797,360,581.08,"C2L-p-RES3AF-DF","RES3A","C2L","RES","PC","6081605000",NaN
"277",37.581460,-122.389797,360,581.08,"C3L-p-RES3AF-DF","RES3A","C3L","RES","PC","6081605000",NaN
"278",37.581460,-122.389797,360,1743.24,"RM1L-m-RES3AF-DF","RES3A","RM1L","RES","MC","6081605000",NaN
"279",37.581460,-122.389797,360,1162.16,"S2L-m-RES3AF-DF","RES3A","S2L","RES","MC","6081605000",NaN
"280",37.581460,-122.389797,360,697.30,"W1-h-RES3AF-DF","RES3A","W1","RES","HC","6081605000",NaN
"281",37.581460,-122.389797,360,20686.45,"W1-m-RES3AF-DF","RES3A","W1","RES","MC","6081605000",NaN
"282",37.581460,-122.389797,360,1162.16,"W2-m-RES3AF-DF","RES3A","W2","RES","MC","6081605000",NaN
"283",37.581460,-122.389797,360,697.30,"W2-h-RES3AF-DF","RES3A","W2","RES","VC","6081605000",NaN
"284",37.581460,-122.389797,360,1023.21,"C2L-m-RES3AF-DF","RES3B","C2L","RES","MC","6081605000",NaN
"285",37.581460,-122.389797,360,568.45,"S3-m-RES3AF-DF","RES3B","S3","RES","MC","6081605000",NaN
"286",37.581460,-122.389797,360,9777.34,"W1-m-RES3AF-DF","RES3B","W1","RES","MC","6081605000",NaN
"287",37.581460,-122.389797,360,1646.70,"RM1L-m-RES3AF-DF","RES3C","RM1L","RES","MC","6081605000",NaN
"288",37.581460,-122.389797,360,9929.60,"W1-m-RES3AF-DF","RES3C","W1","RES","MC","6081605000",NaN
"289",37.581460,-122.389797,360,4890.70,"W2-m-RES3AF-DF","RES3C","W2","RES","MC","6081605000",NaN
"290",37.581460,-122.389797,360,4921.83,"C2L-m-RES3AF-DF","RES3D","C2L","RES","MC","6081605000",NaN
"291",37.581460,-122.389797,360,7109.31,"RM1L-m-RES3AF-DF","RES3D","RM1L","RES","MC","6081605000",NaN
"292",37.581460,-122.389797,360,9384.29,"W1-m-RES3AF-DF","RES3D","W1","RES","MC","6081605000",NaN
"293",37.581460,-122.389797,360,2559.35,"W1-h-RES3AF-DF","RES3D","W1","RES","VC","6081605000",NaN
"294",37.581460,-122.389797,360,28152.87,"W2-m-RES3AF-DF","RES3D","W2","RES","MC","6081605000",NaN
"295",37.581460,-122.389797,360,2559.35,"W2-h-RES3AF-DF","RES3D","W2","RES","VC","6081605000",NaN
"296",37.581460,-122.389797,360,10509.30,"C2L-m-RES3AF-DF","RES3E","C2L","RES","MC","6081605000",NaN
"297",37.581460,-122.389797,360,5202.10,"S1M-h-RES3AF-DF","RES3E","S1M","RES","HC","6081605000",NaN
"298",37.581460,-122.389797,360,5359.74,"S2L-m-RES3AF-DF","RES3E","S2L","RES","MC","6081605000",NaN
"299",37.581460,-122.389797,360,5202.10,"S4M-m-RES3AF-DF","RES3E","S4M","RES","MC","6081605000",NaN
"300",37.581460,-122.389797,360,32111.75,"W2-m-RES3AF-DF","RES3E","W2","RES","MC","6081605000",NaN
"301",37.581460,-122.389797,360,12192.18,"W2-h-RES3AF-DF","RES3F","W2","RES","HC","6081605000",NaN
"302",37.581460,-122.389797,360,12192.18,"W2-m-RES3AF-DF","RES3F","W2","RES","MC","6081605000",NaN
"303",37.581460,-122.389797,360,12561.64,"W2-h-RES3AF-DF","RES3F","W2","RES","VC","6081605000",NaN
"304",37.581460,-122.389797,360,192.00,"W1-h-RES4-DF","RES4","W1","RES","VC","6081605000",NaN
"305",37.581460,-122.389797,360,14259.30,"RM1M-m-RES6-DF","RES6","RM1M","RES","MC","6081605000",NaN
"306",37.581460,-122.389797,360,14661.15,"W1-m-RES6-DF","RES6","W1","RES","MC","6081605000",NaN
"307",37.581460,-122.389797,360,35894.55,"W2-m-RES6-DF","RES6","W2","RES","MC","6081605000",NaN
"308",34.263808,-119.205635,360,106.00,"RM2L-m-COM1-DF","COM1","RM2L","COM","MC","6111001511",NaN
"309",34.263808,-119.205635,360,73.00,"S1L-m-COM10-DF","COM10","S1L","COM","MC","6111001511",NaN
"310",34.263808,-119.205635,360,922.00,"PC1-m-COM2-DF","COM2","PC1","COM","MC","6111001511",NaN
"311",34.263808,-119.205635,360,347.73,"C2L-m-COM3-DF","COM3","C2L","COM","MC","6111001511",NaN
"312",34.263808,-119.205635,360,347.73,"PC1-m-COM3-DF","COM3","PC1","COM","MC","6111001511",NaN
"313",34.263808,-119.205635,360,342.54,"RM1L-m-COM3-DF","COM3","RM1L","COM","MC","6111001511",NaN
"314",34.263808,-119.205635,360,2200.50,"C2L-m-COM4-DF","COM4","C2L","COM","MC","6111001511",NaN
"315",34.263808,-119.205635,360,726.17,"RM1M-h-COM4-DF","COM4","RM1M","COM","HC","6111001511",NaN
"316",34.263808,-119.205635,360,1474.34,"RM2L-h-COM4-DF","COM4","RM2L","COM","HC","6111001511",NaN
"317",34.263808,-119.205635,360,733.50,"W1-h-COM4-DF","COM4","W1","COM","HC","6111001511",NaN
"318",34.263808,-119.205635,360,733.50,"W1-m-COM4-DF","COM4","W1","COM","MC","6111001511",NaN
"319",34.263808,-119.205635,360,733.50,"W2-h-COM4-DF","COM4","W2","COM","HC","6111001511",NaN
"320",34.263808,-119.205635,360,733.50,"W2-m-COM4-DF","COM4","W2","COM","MC","6111001511",NaN
"321",34.263808,-119.205635,360,5673.03,"RM2L-m-COM5-DF","COM5","RM2L","COM","MC","6111001511",NaN
"322",34.263808,-119.205635,360,11517.97,"W2-m-COM5-DF","COM5","W2","COM","MC","6111001511",NaN
"323",34.263808,-119.205635,360,3838.00,"PC1-h-COM7-DF","COM7","PC1","COM","HC","6111001511",NaN
"324",34.263808,-119.205635,360,1446.00,"C2M-m-COM8-DF","COM8","C2M","COM","MC","6111001511",NaN
"325",34.263808,-119.205635,360,13474.50,"C2L-h-EDU1-DF","EDU1","C2L","EDU","HS","6111001511",NaN
"326",34.263808,-119.205635,360,13474.50,"RM1L-m-EDU1-DF","EDU1","RM1L","EDU","MS","6111001511",NaN
"327",34.263808,-119.205635,360,972.00,"C2M-m-GOV1-DF","GOV1","C2M","GOV","MC","6111001511",NaN
"328",34.263808,-119.205635,360,419.00,"C2L-h-IND2-DF","IND2","C2L","IND","HC","6111001511",NaN
"329",34.263808,-119.205635,360,419.00,"RM1L-m-IND2-DF","IND2","RM1L","IND","MC","6111001511",NaN
"330",34.263808,-119.205635,360,1005.50,"C2L-m-IND5-DF","IND5","C2L","IND","MC","6111001511",NaN
"331",34.263808,-119.205635,360,1005.50,"PC1-m-IND5-DF","IND5","PC1","IND","MC","6111001511",NaN
"332",34.263808,-119.205635,360,1005.50,"S3-m-IND5-DF","IND5","S3","IND","MC","6111001511",NaN
"333",34.263808,-119.205635,360,1005.50,"W1-h-IND5-DF","IND5","W1","IND","HC","6111001511",NaN
"334",34.263808,-119.205635,360,150.00,"S3-m-IND6-DF","IND6","S3","IND","MC","6111001511",NaN
"335",34.263808,-119.205635,360,2819.03,"C2L-h-REL1-DF","REL1","C2L","REL","HC","6111001511",NaN
"336",34.263808,-119.205635,360,2819.03,"C2L-m-REL1-DF","REL1","C2L","REL","MC","6111001511",NaN
"337",34.263808,-119.205635,360,2776.95,"W2-m-REL1-DF","REL1","W2","REL","MC","6111001511",NaN
"338",34.263808,-119.205635,360,25550.20,"W1-h-RES1-DF","RES1","W1","RES","HC","6111001511",NaN
"339",34.263808,-119.205635,360,56869.80,"W1-m-RES1-DF","RES1","W1","RES","MC","6111001511",NaN
"340",34.263808,-119.205635,360,840.20,"C2L-m-RES3AF-DF","RES3B","C2L","RES","MC","6111001511",NaN
"341",34.263808,-119.205635,360,840.20,"RM1L-m-RES3AF-DF","RES3B","RM1L","RES","MC","6111001511",NaN
"342",34.263808,-119.205635,360,420.10,"S2L-m-RES3AF-DF","RES3B","S2L","RES","MC","6111001511",NaN
"343",34.263808,-119.205635,360,2079.50,"W1-h-RES3AF-DF","RES3B","W1","RES","HC","6111001511",NaN
"344",34.263808,-119.205635,360,16446.92,"W1-m-RES3AF-DF","RES3B","W1","RES","MC","6111001511",NaN
"345",34.263808,-119.205635,360,378.09,"W2-h-RES3AF-DF","RES3B","W2","RES","HC","6111001511",NaN
"346",34.263808,-119.205635,360,3552.64,"C2L-m-RES3AF-DF","RES3C","C2L","RES","MC","6111001511",NaN
"347",34.263808,-119.205635,360,4567.68,"RM1L-m-RES3AF-DF","RES3C","RM1L","RES","MC","6111001511",NaN
"348",34.263808,-119.205635,360,2283.84,"S1L-m-RES3AF-DF","RES3C","S1L","RES","MC","6111001511",NaN
"349",34.263808,-119.205635,360,1141.92,"S2L-m-RES3AF-DF","RES3C","S2L","RES","MC","6111001511",NaN
"350",34.263808,-119.205635,360,1141.92,"S4L-m-RES3AF-DF","RES3C","S4L","RES","MC","6111001511",NaN
"351",34.263808,-119.205635,360,30451.20,"W1-m-RES3AF-DF","RES3C","W1","RES","MC","6111001511",NaN
"352",34.263808,-119.205635,360,7612.80,"W2-m-RES3AF-DF","RES3C","W2","RES","MC","6111001511",NaN
"353",36.921837,-121.777408,360,436.00,"S1L-m-AGR1-DF","AGR1","S1L","AGR","MC","6087110506",NaN
"354",36.921837,-121.777408,360,5560.44,"PC1-h-COM1-DF","COM1","PC1","COM","HC","6087110506",NaN
"355",36.921837,-121.777408,360,2738.73,"PC1-m-COM1-DF","COM1","PC1","COM","MC","6087110506",NaN
"356",36.921837,-121.777408,360,5532.78,"RM1L-h-COM1-DF","COM1","RM1L","COM","HC","6087110506",NaN
"357",36.921837,-121.777408,360,5532.78,"RM2L-h-COM1-DF","COM1","RM2L","COM","HC","6087110506",NaN
"358",36.921837,-121.777408,360,2892.14,"S3-h-COM1-DF","COM1","S3","COM","HC","6087110506",NaN
"359",36.921837,-121.777408,360,2892.14,"S4L-m-COM1-DF","COM1","S4L","COM","MC","6087110506",NaN
"360",36.921837,-121.777408,360,157.79,"C1L-h-COM2-DF","COM2","C1L","COM","HC","6087110506",NaN
"361",36.921837,-121.777408,360,157.79,"PC1-m-COM2-DF","COM2","PC1","COM","MC","6087110506",NaN
"362",36.921837,-121.777408,360,155.43,"W1-h-COM2-DF","COM2","W1","COM","HC","6087110506",NaN
"363",36.921837,-121.777408,360,481.61,"PC1-h-COM3-DF","COM3","PC1","COM","HC","6087110506",NaN
"364",36.921837,-121.777408,360,481.61,"RM1L-h-COM3-DF","COM3","RM1L","COM","HC","6087110506",NaN
"365",36.921837,-121.777408,360,467.45,"RM1L-h-COM3-DF","COM3","RM1L","COM","VC","6087110506",NaN
"366",36.921837,-121.777408,360,467.45,"RM2L-h-COM3-DF","COM3","RM2L","COM","HC","6087110506",NaN
"367",36.921837,-121.777408,360,481.61,"S2L-h-COM3-DF","COM3","S2L","COM","HC","6087110506",NaN
"368",36.921837,-121.777408,360,453.28,"W1-h-COM3-DF","COM3","W1","COM","HC","6087110506",NaN
"369",36.921837,-121.777408,360,719.64,"PC1-h-COM4-DF","COM4","PC1","COM","HC","6087110506",NaN
"370",36.921837,-121.777408,360,719.64,"PC2L-h-COM4-DF","COM4","PC2L","COM","HC","6087110506",NaN
"371",36.921837,-121.777408,360,719.64,"RM1L-h-COM4-DF","COM4","RM1L","COM","HC","6087110506",NaN
"372",36.921837,-121.777408,360,719.64,"RM2L-h-COM4-DF","COM4","RM2L","COM","HC","6087110506",NaN
"373",36.921837,-121.777408,360,3633.38,"W1-h-COM4-DF","COM4","W1","COM","HC","6087110506",NaN
"374",36.921837,-121.777408,360,1484.06,"W2-h-COM4-DF","COM4","W2","COM","HC","6087110506",NaN
"375",36.921837,-121.777408,360,944.79,"C2L-h-COM5-DF","COM5","C2L","COM","HC","6087110506",NaN
"376",36.921837,-121.777408,360,944.79,"S3-h-COM5-DF","COM5","S3","COM","HC","6087110506",NaN
"377",36.921837,-121.777408,360,973.42,"W1-h-COM5-DF","COM5","W1","COM","HC","6087110506",NaN
"378",36.921837,-121.777408,360,1900.00,"W1-h-COM7-DF","COM7","W1","COM","HC","6087110506",NaN
"379",36.921837,-121.777408,360,1266.38,"RM1L-h-COM8-DF","COM8","RM1L","COM","HC","6087110506",NaN
"380",36.921837,-121.777408,360,1266.38,"RM2L-h-COM8-DF","COM8","RM2L","COM","HC","6087110506",NaN
"381",36.921837,-121.777408,360,1266.38,"S1L-h-COM8-DF","COM8","S1L","COM","HC","6087110506",NaN
"382",36.921837,-121.777408,360,1266.38,"S2L-h-COM8-DF","COM8","S2L","COM","HC","6087110506",NaN
"383",36.921837,-121.777408,360,2609.50,"W1-h-COM8-DF","COM8","W1","COM","HC","6087110506",NaN
"384",36.921837,-121.777408,360,3884.00,"S4L-m-GOV2-DF","GOV2","S4L","GOV","MS","6087110506",NaN
"385",36.921837,-121.777408,360,9804.00,"S3-h-IND1-DF","IND1","S3","IND","HC","6087110506",NaN
"386",36.921837,-121.777408,360,861.79,"PC1-h-IND6-DF","IND6","PC1","IND","HC","6087110506",NaN
"387",36.921837,-121.777408,360,424.46,"PC1-h-IND6-DF","IND6","PC1","IND","VC","6087110506",NaN
"388",36.921837,-121.777408,360,428.75,"RM1L-h-IND6-DF","IND6","RM1L","IND","HC","6087110506",NaN
"389",36.921837,-121.777408,360,1913.50,"RM1L-h-REL1-DF","REL1","RM1L","REL","HC","6087110506",NaN
"390",36.921837,-121.777408,360,1913.50,"RM1L-m-REL1-DF","REL1","RM1L","REL","MC","6087110506",NaN
"391",36.921837,-121.777408,360,130681.30,"W1-h-RES1-DF","RES1","W1","RES","HC","6087110506",NaN
"392",36.921837,-121.777408,360,14001.57,"W1-m-RES1-DF","RES1","W1","RES","MC","6087110506",NaN
"393",36.921837,-121.777408,360,10890.11,"W1-h-RES1-DF","RES1","W1","RES","VC","6087110506",NaN
"394",36.921837,-121.777408,360,2168.00,"MH-h-RES2-DF","RES2","MH","RES","HC","6087110506",NaN
"395",36.921837,-121.777408,360,4558.24,"C2L-h-RES3AF-DF","RES3A","C2L","RES","HC","6087110506",NaN
"396",36.921837,-121.777408,360,563.38,"PC2L-h-RES3AF-DF","RES3A","PC2L","RES","HC","6087110506",NaN
"397",36.921837,-121.777408,360,6584.94,"RM1L-h-RES3AF-DF","RES3A","RM1L","RES","HC","6087110506",NaN
"398",36.921837,-121.777408,360,731.66,"S3-h-RES3AF-DF","RES3A","S3","RES","HC","6087110506",NaN
"399",36.921837,-121.777408,360,731.66,"S4L-h-RES3AF-DF","RES3A","S4L","RES","HC","6087110506",NaN
"400",36.921837,-121.777408,360,59996.12,"W1-h-RES3AF-DF","RES3A","W1","RES","HC","6087110506",NaN
"401",36.921837,-121.777408,360,106.68,"C2L-h-RES3AF-DF","RES3B","C2L","RES","HC","6087110506",NaN
"402",36.921837,-121.777408,360,213.36,"RM1L-h-RES3AF-DF","RES3B","RM1L","RES","HC","6087110506",NaN
"403",36.921837,-121.777408,360,3106.52,"W1-h-RES3AF-DF","RES3B","W1","RES","HC","6087110506",NaN
"404",36.921837,-121.777408,360,129.44,"W1-m-RES3AF-DF","RES3B","W1","RES","MC","6087110506",NaN
"405",36.921837,-121.777408,360,3309.00,"W1-h-RES3AF-DF","RES3C","W1","RES","HC","6087110506",NaN
"406",36.921837,-121.777408,360,1529.50,"C2L-h-RES3AF-DF","RES3D","C2L","RES","HC","6087110506",NaN
"407",36.921837,-121.777408,360,1529.50,"W2-h-RES3AF-DF","RES3D","W2","RES","HC","6087110506",NaN
"408",36.921837,-121.777408,360,7066.00,"W2-h-RES3AF-DF","RES3E","W2","RES","HC","6087110506",NaN
"409",36.921837,-121.777408,360,285.00,"W1-h-RES4-DF","RES4","W1","RES","HC","6087110506",NaN
"410",34.014529,-118.298028,360,755.04,"S3-h-COM1-DF","COM1","S3","COM","HC","6037231210",NaN
"411",34.014529,-118.298028,360,766.48,"W1-m-COM1-DF","COM1","W1","COM","MC","6037231210",NaN
"412",34.014529,-118.298028,360,766.48,"W2-h-COM1-DF","COM1","W2","COM","HC","6037231210",NaN
"413",34.014529,-118.298028,360,87.00,"S5L-p-COM2-DF","COM2","S5L","COM","PC","6037231210",NaN
"414",34.014529,-118.298028,360,193.00,"URMM-p-COM3-DF","COM3","URMM","COM","PC","6037231210",NaN
"415",34.014529,-118.298028,360,4639.00,"W2-p-COM7-DF","COM7","W2","COM","PC","6037231210",NaN
"416",34.014529,-118.298028,360,1046.10,"S5L-p-IND6-DF","IND6","S5L","IND","PC","6037231210",NaN
"417",34.014529,-118.298028,360,1061.95,"W1-m-IND6-DF","IND6","W1","IND","MC","6037231210",NaN
"418",34.014529,-118.298028,360,1061.95,"W2-p-IND6-DF","IND6","W2","IND","PC","6037231210",NaN
"419",34.014529,-118.298028,360,277.01,"URML-p-RES1-DF","RES1","URML","RES","PC","6037231210",NaN
"420",34.014529,-118.298028,360,1371.20,"W1-h-RES1-DF","RES1","W1","RES","HC","6037231210",NaN
"421",34.014529,-118.298028,360,26052.79,"W1-m-RES1-DF","RES1","W1","RES","MC","6037231210",NaN
"422",34.014529,-118.298028,360,505.83,"C2L-p-RES3AF-DF","RES3A","C2L","RES","PC","6037231210",NaN
"423",34.014529,-118.298028,360,1026.99,"C3L-p-RES3AF-DF","RES3A","C3L","RES","PC","6037231210",NaN
"424",34.014529,-118.298028,360,204.38,"RM1L-m-RES3AF-DF","RES3A","RM1L","RES","MC","6037231210",NaN
"425",34.014529,-118.298028,360,173.72,"S2L-p-RES3AF-DF","RES3A","S2L","RES","PC","6037231210",NaN
"426",34.014529,-118.298028,360,168.61,"S3-m-RES3AF-DF","RES3A","S3","RES","MC","6037231210",NaN
"427",34.014529,-118.298028,360,168.61,"S5L-p-RES3AF-DF","RES3A","S5L","RES","PC","6037231210",NaN
"428",34.014529,-118.298028,360,817.50,"URML-p-RES3AF-DF","RES3A","URML","RES","PC","6037231210",NaN
"429",34.014529,-118.298028,360,480.28,"W1-h-RES3AF-DF","RES3A","W1","RES","HC","6037231210",NaN
"430",34.014529,-118.298028,360,47548.07,"W1-m-RES3AF-DF","RES3A","W1","RES","MC","6037231210",NaN
"431",34.014529,-118.298028,360,332.78,"S2M-m-RES3AF-DF","RES3B","S2M","RES","MC","6037231210",NaN
"432",34.014529,-118.298028,360,2635.62,"W1-h-RES3AF-DF","RES3B","W1","RES","HC","6037231210",NaN
"433",34.014529,-118.298028,360,30309.60,"W1-m-RES3AF-DF","RES3B","W1","RES","MC","6037231210",NaN
"434",34.014529,-118.298028,360,1130.58,"C2M-m-RES3AF-DF","RES3C","C2M","RES","MC","6037231210",NaN
"435",34.014529,-118.298028,360,1130.58,"PC2M-h-RES3AF-DF","RES3C","PC2M","RES","SC","6037231210",NaN
"436",34.014529,-118.298028,360,904.46,"RM1M-h-RES3AF-DF","RES3C","RM1M","RES","SC","6037231210",NaN
"437",34.014529,-118.298028,360,1076.31,"S1M-p-RES3AF-DF","RES3C","S1M","RES","PC","6037231210",NaN
"438",34.014529,-118.298028,360,1044.65,"S3-h-RES3AF-DF","RES3C","S3","RES","HC","6037231210",NaN
"439",34.014529,-118.298028,360,1044.65,"S4M-h-RES3AF-DF","RES3C","S4M","RES","SC","6037231210",NaN
"440",34.014529,-118.298028,360,4278.10,"W1-h-RES3AF-DF","RES3C","W1","RES","HC","6037231210",NaN
"441",34.014529,-118.298028,360,31113.43,"W1-m-RES3AF-DF","RES3C","W1","RES","MC","6037231210",NaN
"442",34.014529,-118.298028,360,3500.26,"W2-m-RES3AF-DF","RES3C","W2","RES","MC","6037231210",NaN
"443",34.014529,-118.298028,360,2951.62,"C2M-m-RES3AF-DF","RES3D","C2M","RES","MC","6037231210",NaN
"444",34.014529,-118.298028,360,2740.79,"RM1M-m-RES3AF-DF","RES3D","RM1M","RES","MC","6037231210",NaN
"445",34.014529,-118.298028,360,2740.79,"RM2M-m-RES3AF-DF","RES3D","RM2M","RES","MC","6037231210",NaN
"446",34.014529,-118.298028,360,2951.62,"S2M-m-RES3AF-DF","RES3D","S2M","RES","MC","6037231210",NaN
"447",34.014529,-118.298028,360,2770.31,"W1-m-RES3AF-DF","RES3D","W1","RES","MC","6037231210",NaN
"448",34.014529,-118.298028,360,16929.65,"W2-m-RES3AF-DF","RES3D","W2","RES","MC","6037231210",NaN
"449",34.014529,-118.298028,360,11081.22,"W2-p-RES3AF-DF","RES3D","W2","RES","PC","6037231210",NaN
"450",34.014529,-118.298028,360,4325.00,"C3M-p-RES3AF-DF","RES3E","C3M","RES","PC","6037231210",NaN
"451",34.014529,-118.298028,360,4325.00,"S2M-p-RES3AF-DF","RES3E","S2M","RES","PC","6037231210",NaN
"452",34.014529,-118.298028,360,8693.25,"W2-m-RES3AF-DF","RES3E","W2","RES","MC","6037231210",NaN
"453",34.014529,-118.298028,360,4281.75,"W2-p-RES3AF-DF","RES3E","W2","RES","PC","6037231210",NaN
"454",34.014529,-118.298028,360,759.00,"W1-m-RES4-DF","RES4","W1","RES","MC","6037231210",NaN
"455",35.302498,-119.025042,360,110.00,"RM1L-h-AGR1-DF","AGR1","RM1L","AGR","HC","6029003137",NaN
"456",35.302498,-119.025042,360,5724.87,"C2L-h-COM1-DF","COM1","C2L","COM","HC","6029003137",NaN
"457",35.302498,-119.025042,360,5898.35,"PC1-h-COM1-DF","COM1","PC1","COM","HC","6029003137",NaN
"458",35.302498,-119.025042,360,5724.87,"PC1-m-COM1-DF","COM1","PC1","COM","MC","6029003137",NaN
"459",35.302498,-119.025042,360,5782.70,"RM1L-h-COM1-DF","COM1","RM1L","COM","HC","6029003137",NaN
"460",35.302498,-119.025042,360,5782.70,"RM2L-m-COM1-DF","COM1","RM2L","COM","MC","6029003137",NaN
"461",35.302498,-119.025042,360,11565.40,"S3-m-COM1-DF","COM1","S3","COM","MC","6029003137",NaN
"462",35.302498,-119.025042,360,6045.55,"W1-m-COM1-DF","COM1","W1","COM","MC","6029003137",NaN
"463",35.302498,-119.025042,360,6045.55,"W2-h-COM1-DF","COM1","W2","COM","HC","6029003137",NaN
"464",35.302498,-119.025042,360,2710.49,"PC1-h-COM2-DF","COM2","PC1","COM","HC","6029003137",NaN
"465",35.302498,-119.025042,360,1335.02,"PC1-m-COM2-DF","COM2","PC1","COM","MC","6029003137",NaN
"466",35.302498,-119.025042,360,1348.50,"S1L-m-COM2-DF","COM2","S1L","COM","MC","6029003137",NaN
"467",35.302498,-119.025042,360,226.50,"PC2L-h-COM3-DF","COM3","PC2L","COM","HC","6029003137",NaN
"468",35.302498,-119.025042,360,226.50,"RM1L-m-COM3-DF","COM3","RM1L","COM","MC","6029003137",NaN
"469",35.302498,-119.025042,360,365.55,"C2L-h-COM4-DF","COM4","C2L","COM","HC","6029003137",NaN
"470",35.302498,-119.025042,360,365.55,"PC1-h-COM4-DF","COM4","PC1","COM","HC","6029003137",NaN
"471",35.302498,-119.025042,360,365.55,"RM1L-h-COM4-DF","COM4","RM1L","COM","HC","6029003137",NaN
"472",35.302498,-119.025042,360,365.55,"RM2L-h-COM4-DF","COM4","RM2L","COM","HC","6029003137",NaN
"473",35.302498,-119.025042,360,709.41,"W1-h-COM4-DF","COM4","W1","COM","HC","6029003137",NaN
