assetID,lat,lon,vs30,value,vulnModel,censusTract,occType,occupancy,strType,designLevel,hazus
211,37.5814599,-122.3897966,360,895.56,S4L-h-COM4-DF,6081605000,COM,COM4,S4L,VC,S4L-VC-COM4
212,37.5814599,-122.3897966,360,1791.12,S4M-m-COM4-DF,6081605000,COM,COM4,S4M,MC,S4M-MC-COM4
213,37.5814599,-122.3897966,360,2686.68,URML-p-COM4-DF,6081605000,COM,COM4,URML,PC,URML-PC-COM4
214,37.5814599,-122.3897966,360,859.7375,W1-h-COM4-DF,6081605000,COM,COM4,W1,HC,W1-HC-COM4
215,37.5814599,-122.3897966,360,9027.245,W1-m-COM4-DF,6081605000,COM,COM4,W1,MC,W1-MC-COM4
216,37.5814599,-122.3897966,360,859.7375,W1-h-COM4-DF,6081605000,COM,COM4,W1,VC,W1-VC-COM4
217,37.5814599,-122.3897966,360,3582.24,W2-m-COM4-DF,6081605000,COM,COM4,W2,MC,W2-MC-COM4
218,37.5814599,-122.3897966,360,1851.47,C2M-m-COM5-DF,6081605000,COM,COM5,C2M,MC,C2M-MC-COM5
219,37.5814599,-122.3897966,360,1851.47,RM1L-m-COM5-DF,6081605000,COM,COM5,RM1L,MC,RM1L-MC-COM5
220,37.5814599,-122.3897966,360,1851.47,S1M-m-COM5-DF,6081605000,COM,COM5,S1M,MC,S1M-MC-COM5
221,37.5814599,-122.3897966,360,5336.59,W1-m-COM5-DF,6081605000,COM,COM5,W1,MC,W1-MC-COM5
222,37.5814599,-122.3897966,360,64428.38,C2L-m-COM6-DF,6081605000,COM,COM6,C2L,MS,C2L-MS-COM6
223,37.5814599,-122.3897966,360,64428.38,C2M-m-COM6-DF,6081605000,COM,COM6,C2M,MS,C2M-MS-COM6
224,37.5814599,-122.3897966,360,130809.1,RM1L-m-COM6-DF,6081605000,COM,COM6,RM1L,MS,RM1L-MS-COM6
225,37.5814599,-122.3897966,360,64428.38,RM2L-m-COM6-DF,6081605000,COM,COM6,RM2L,MS,RM2L-MS-COM6
226,37.5814599,-122.3897966,360,66380.75,W2-m-COM6-DF,6081605000,COM,COM6,W2,MS,W2-MS-COM6
227,37.5814599,-122.3897966,360,3961.56,C1M-m-COM7-DF,6081605000,COM,COM7,C1M,MC,C1M-MC-COM7
228,37.5814599,-122.3897966,360,7626.003,RM1L-m-COM7-DF,6081605000,COM,COM7,RM1L,MC,RM1L-MC-COM7
229,37.5814599,-122.3897966,360,3928.547,RM1M-m-COM7-DF,6081605000,COM,COM7,RM1M,MC,RM1M-MC-COM7
230,37.5814599,-122.3897966,360,11554.55,RM2M-m-COM7-DF,6081605000,COM,COM7,RM2M,MC,RM2M-MC-COM7
231,37.5814599,-122.3897966,360,4040.791,S2L-m-COM7-DF,6081605000,COM,COM7,S2L,MC,S2L-MC-COM7
232,37.5814599,-122.3897966,360,3921.944,S3-p-COM7-DF,6081605000,COM,COM7,S3,PC,S3-PC-COM7
233,37.5814599,-122.3897966,360,3921.944,S4M-m-COM7-DF,6081605000,COM,COM7,S4M,MC,S4M-MC-COM7
234,37.5814599,-122.3897966,360,23280.77,W1-m-COM7-DF,6081605000,COM,COM7,W1,MC,W1-MC-COM7
235,37.5814599,-122.3897966,360,3789.892,W2-m-COM7-DF,6081605000,COM,COM7,W2,MC,W2-MC-COM7
236,37.5814599,-122.3897966,360,2120.6,C2L-m-COM8-DF,6081605000,COM,COM8,C2L,MC,C2L-MC-COM8
237,37.5814599,-122.3897966,360,2120.6,RM2L-m-COM8-DF,6081605000,COM,COM8,RM2L,MC,RM2L-MC-COM8
238,37.5814599,-122.3897966,360,2163.012,S2L-m-COM8-DF,6081605000,COM,COM8,S2L,MC,S2L-MC-COM8
239,37.5814599,-122.3897966,360,2099.394,S4L-h-COM8-DF,6081605000,COM,COM8,S4L,HC,S4L-HC-COM8
240,37.5814599,-122.3897966,360,2099.394,S4L-m-COM8-DF,6081605000,COM,COM8,S4L,MC,S4L-MC-COM8
241,37.5814599,-122.3897966,360,9207.77,C2L-m-EDU1-DF,6081605000,EDU,EDU1,C2L,MS,C2L-MS-EDU1
242,37.5814599,-122.3897966,360,9207.77,PC1-m-EDU1-DF,6081605000,EDU,EDU1,PC1,MS,PC1-MS-EDU1
243,37.5814599,-122.3897966,360,27623.31,RM1L-m-EDU1-DF,6081605000,EDU,EDU1,RM1L,MS,RM1L-MS-EDU1
244,37.5814599,-122.3897966,360,9207.77,S2L-m-EDU1-DF,6081605000,EDU,EDU1,S2L,MS,S2L-MS-EDU1
245,37.5814599,-122.3897966,360,9207.77,S4L-m-EDU1-DF,6081605000,EDU,EDU1,S4L,MS,S4L-MS-EDU1
246,37.5814599,-122.3897966,360,19252.61,W2-m-EDU1-DF,6081605000,EDU,EDU1,W2,MS,W2-MS-EDU1
247,37.5814599,-122.3897966,360,187,S1M-m-GOV1-DF,6081605000,GOV,GOV1,S1M,MC,S1M-MC-GOV1
248,37.5814599,-122.3897966,360,187,W1-m-GOV1-DF,6081605000,GOV,GOV1,W1,MC,W1-MC-GOV1
249,37.5814599,-122.3897966,360,5402,RM1L-m-GOV2-DF,6081605000,GOV,GOV2,RM1L,MS,RM1L-MS-GOV2
250,37.5814599,-122.3897966,360,359,C1L-m-IND1-DF,6081605000,IND,IND1,C1L,MC,C1L-MC-IND1
251,37.5814599,-122.3897966,360,1327.25,PC2L-m-IND2-DF,6081605000,IND,IND2,PC2L,MC,PC2L-MC-IND2
252,37.5814599,-122.3897966,360,1353.795,S3-m-IND2-DF,6081605000,IND,IND2,S3,MC,S3-MC-IND2
253,37.5814599,-122.3897966,360,1313.978,S4L-m-IND2-DF,6081605000,IND,IND2,S4L,MC,S4L-MC-IND2
254,37.5814599,-122.3897966,360,1313.978,S5L-p-IND2-DF,6081605000,IND,IND2,S5L,PC,S5L-PC-IND2
255,37.5814599,-122.3897966,360,2080.875,C2L-m-IND5-DF,6081605000,IND,IND5,C2L,MC,C2L-MC-IND5
256,37.5814599,-122.3897966,360,6242.625,PC1-m-IND5-DF,6081605000,IND,IND5,PC1,MC,PC1-MC-IND5
257,37.5814599,-122.3897966,360,2164.11,RM2L-m-IND5-DF,6081605000,IND,IND5,RM2L,MC,RM2L-MC-IND5
258,37.5814599,-122.3897966,360,2032.599,S2L-m-IND5-DF,6081605000,IND,IND5,S2L,MC,S2L-MC-IND5
259,37.5814599,-122.3897966,360,2032.599,S2M-m-IND5-DF,6081605000,IND,IND5,S2M,MC,S2M-MC-IND5
260,37.5814599,-122.3897966,360,2094.193,S3-m-IND5-DF,6081605000,IND,IND5,S3,MC,S3-MC-IND5
261,37.5814599,-122.3897966,360,434.188,C2L-p-IND6-DF,6081605000,IND,IND6,C2L,PC,C2L-PC-IND6
262,37.5814599,-122.3897966,360,434.188,C2L-h-IND6-DF,6081605000,IND,IND6,C2L,VC,C2L-VC-IND6
263,37.5814599,-122.3897966,360,1302.564,PC1-m-IND6-DF,6081605000,IND,IND6,PC1,MC,PC1-MC-IND6
264,37.5814599,-122.3897966,360,428.475,RM1L-h-IND6-DF,6081605000,IND,IND6,RM1L,HC,RM1L-HC-IND6
265,37.5814599,-122.3897966,360,428.475,RM2L-m-IND6-DF,6081605000,IND,IND6,RM2L,MC,RM2L-MC-IND6
266,37.5814599,-122.3897966,360,2685.11,W1-m-IND6-DF,6081605000,IND,IND6,W1,MC,W1-MC-IND6
267,37.5814599,-122.3897966,360,9064,RM2L-m-REL1-DF,6081605000,REL,REL1,RM2L,MC,RM2L-MC-REL1
268,37.5814599,-122.3897966,360,8973.36,S1L-h-REL1-DF,6081605000,REL,REL1,S1L,HC,S1L-HC-REL1
269,37.5814599,-122.3897966,360,8973.36,S2L-m-REL1-DF,6081605000,REL,REL1,S2L,MC,S2L-MC-REL1
270,37.5814599,-122.3897966,360,9245.28,S3-m-REL1-DF,6081605000,REL,REL1,S3,MC,S3-MC-REL1
271,37.5814599,-122.3897966,360,55711.24,W1-h-RES1-DF,6081605000,RES,RES1,W1,HC,W1-HC-RES1
272,37.5814599,-122.3897966,360,1281359,W1-m-RES1-DF,6081605000,RES,RES1,W1,MC,W1-MC-RES1
273,37.5814599,-122.3897966,360,41783.43,W1-h-RES1-DF,6081605000,RES,RES1,W1,VC,W1-VC-RES1
274,37.5814599,-122.3897966,360,13927.81,W2-h-RES1-DF,6081605000,RES,RES1,W2,HC,W2-HC-RES1
275,37.5814599,-122.3897966,360,1743.24,C2L-m-RES3AF-DF,6081605000,RES,RES3A,C2L,MC,C2L-MC-RES3
276,37.5814599,-122.3897966,360,581.08,C2L-p-RES3AF-DF,6081605000,RES,RES3A,C2L,PC,C2L-PC-RES3
277,37.5814599,-122.3897966,360,581.08,C3L-p-RES3AF-DF,6081605000,RES,RES3A,C3L,PC,C3L-PC-RES3
278,37.5814599,-122.3897966,360,1743.24,RM1L-m-RES3AF-DF,6081605000,RES,RES3A,RM1L,MC,RM1L-MC-RES3
279,37.5814599,-122.3897966,360,1162.16,S2L-m-RES3AF-DF,6081605000,RES,RES3A,S2L,MC,S2L-MC-RES3
280,37.5814599,-122.3897966,360,697.296,W1-h-RES3AF-DF,6081605000,RES,RES3A,W1,HC,W1-HC-RES3
281,37.5814599,-122.3897966,360,20686.45,W1-m-RES3AF-DF,6081605000,RES,RES3A,W1,MC,W1-MC-RES3
282,37.5814599,-122.3897966,360,1162.16,W2-m-RES3AF-DF,6081605000,RES,RES3A,W2,MC,W2-MC-RES3
283,37.5814599,-122.3897966,360,697.296,W2-h-RES3AF-DF,6081605000,RES,RES3A,W2,VC,W2-VC-RES3
284,37.5814599,-122.3897966,360,1023.21,C2L-m-RES3AF-DF,6081605000,RES,RES3B,C2L,MC,C2L-MC-RES3
285,37.5814599,-122.3897966,360,568.45,S3-m-RES3AF-DF,6081605000,RES,RES3B,S3,MC,S3-MC-RES3
286,37.5814599,-122.3897966,360,9777.34,W1-m-RES3AF-DF,6081605000,RES,RES3B,W1,MC,W1-MC-RES3
287,37.5814599,-122.3897966,360,1646.7,RM1L-m-RES3AF-DF,6081605000,RES,RES3C,RM1L,MC,RM1L-MC-RES3
288,37.5814599,-122.3897966,360,9929.601,W1-m-RES3AF-DF,6081605000,RES,RES3C,W1,MC,W1-MC-RES3
289,37.5814599,-122.3897966,360,4890.699,W2-m-RES3AF-DF,6081605000,RES,RES3C,W2,MC,W2-MC-RES3
290,37.5814599,-122.3897966,360,4921.83,C2L-m-RES3AF-DF,6081605000,RES,RES3D,C2L,MC,C2L-MC-RES3
291,37.5814599,-122.3897966,360,7109.31,RM1L-m-RES3AF-DF,6081605000,RES,RES3D,RM1L,MC,RM1L-MC-RES3
292,37.5814599,-122.3897966,360,9384.289,W1-m-RES3AF-DF,6081605000,RES,RES3D,W1,MC,W1-MC-RES3
293,37.5814599,-122.3897966,360,2559.352,W1-h-RES3AF-DF,6081605000,RES,RES3D,W1,VC,W1-VC-RES3
294,37.5814599,-122.3897966,360,28152.87,W2-m-RES3AF-DF,6081605000,RES,RES3D,W2,MC,W2-MC-RES3
295,37.5814599,-122.3897966,360,2559.352,W2-h-RES3AF-DF,6081605000,RES,RES3D,W2,VC,W2-VC-RES3
296,37.5814599,-122.3897966,360,10509.3,C2L-m-RES3AF-DF,6081605000,RES,RES3E,C2L,MC,C2L-MC-RES3
297,37.5814599,-122.3897966,360,5202.104,S1M-h-RES3AF-DF,6081605000,RES,RES3E,S1M,HC,S1M-HC-RES3
298,37.5814599,-122.3897966,360,5359.743,S2L-m-RES3AF-DF,6081605000,RES,RES3E,S2L,MC,S2L-MC-RES3
299,37.5814599,-122.3897966,360,5202.104,S4M-m-RES3AF-DF,6081605000,RES,RES3E,S4M,MC,S4M-MC-RES3
300,37.5814599,-122.3897966,360,32111.75,W2-m-RES3AF-DF,6081605000,RES,RES3E,W2,MC,W2-MC-RES3
301,37.5814599,-122.3897966,360,12192.18,W2-h-RES3AF-DF,6081605000,RES,RES3F,W2,HC,W2-HC-RES3
302,37.5814599,-122.3897966,360,12192.18,W2-m-RES3AF-DF,6081605000,RES,RES3F,W2,MC,W2-MC-RES3
303,37.5814599,-122.3897966,360,12561.64,W2-h-RES3AF-DF,6081605000,RES,RES3F,W2,VC,W2-VC-RES3
304,37.5814599,-122.3897966,360,192,W1-h-RES4-DF,6081605000,RES,RES4,W1,VC,W1-VC-RES4
305,37.5814599,-122.3897966,360,14259.3,RM1M-m-RES6-DF,6081605000,RES,RES6,RM1M,MC,RM1M-MC-RES6
306,37.5814599,-122.3897966,360,14661.15,W1-m-RES6-DF,6081605000,RES,RES6,W1,MC,W1-MC-RES6
307,37.5814599,-122.3897966,360,35894.55,W2-m-RES6-DF,6081605000,RES,RES6,W2,MC,W2-MC-RES6
308,34.2638082,-119.2056347,360,106,RM2L-m-COM1-DF,6111001511,COM,COM1,RM2L,MC,RM2L-MC-COM1
309,34.2638082,-119.2056347,360,73,S1L-m-COM10-DF,6111001511,COM,COM10,S1L,MC,S1L-MC-COM10
310,34.2638082,-119.2056347,360,922,PC1-m-COM2-DF,6111001511,COM,COM2,PC1,MC,PC1-MC-COM2
311,34.2638082,-119.2056347,360,347.73,C2L-m-COM3-DF,6111001511,COM,COM3,C2L,MC,C2L-MC-COM3
312,34.2638082,-119.2056347,360,347.73,PC1-m-COM3-DF,6111001511,COM,COM3,PC1,MC,PC1-MC-COM3
313,34.2638082,-119.2056347,360,342.54,RM1L-m-COM3-DF,6111001511,COM,COM3,RM1L,MC,RM1L-MC-COM3
314,34.2638082,-119.2056347,360,2200.5,C2L-m-COM4-DF,6111001511,COM,COM4,C2L,MC,C2L-MC-COM4
315,34.2638082,-119.2056347,360,726.165,RM1M-h-COM4-DF,6111001511,COM,COM4,RM1M,HC,RM1M-HC-COM4
316,34.2638082,-119.2056347,360,1474.335,RM2L-h-COM4-DF,6111001511,COM,COM4,RM2L,HC,RM2L-HC-COM4
317,34.2638082,-119.2056347,360,733.5,W1-h-COM4-DF,6111001511,COM,COM4,W1,HC,W1-HC-COM4
318,34.2638082,-119.2056347,360,733.5,W1-m-COM4-DF,6111001511,COM,COM4,W1,MC,W1-MC-COM4
319,34.2638082,-119.2056347,360,733.5,W2-h-COM4-DF,6111001511,COM,COM4,W2,HC,W2-HC-COM4
320,34.2638082,-119.2056347,360,733.5,W2-m-COM4-DF,6111001511,COM,COM4,W2,MC,W2-MC-COM4
321,34.2638082,-119.2056347,360,5673.03,RM2L-m-COM5-DF,6111001511,COM,COM5,RM2L,MC,RM2L-MC-COM5
322,34.2638082,-119.2056347,360,11517.97,W2-m-COM5-DF,6111001511,COM,COM5,W2,MC,W2-MC-COM5
323,34.2638082,-119.2056347,360,3838,PC1-h-COM7-DF,6111001511,COM,COM7,PC1,HC,PC1-HC-COM7
324,34.2638082,-119.2056347,360,1446,C2M-m-COM8-DF,6111001511,COM,COM8,C2M,MC,C2M-MC-COM8
325,34.2638082,-119.2056347,360,13474.5,C2L-h-EDU1-DF,6111001511,EDU,EDU1,C2L,HS,C2L-HS-EDU1
326,34.2638082,-119.2056347,360,13474.5,RM1L-m-EDU1-DF,6111001511,EDU,EDU1,RM1L,MS,RM1L-MS-EDU1
327,34.2638082,-119.2056347,360,972,C2M-m-GOV1-DF,6111001511,GOV,GOV1,C2M,MC,C2M-MC-GOV1
328,34.2638082,-119.2056347,360,419,C2L-h-IND2-DF,6111001511,IND,IND2,C2L,HC,C2L-HC-IND2
329,34.2638082,-119.2056347,360,419,RM1L-m-IND2-DF,6111001511,IND,IND2,RM1L,MC,RM1L-MC-IND2
330,34.2638082,-119.2056347,360,1005.5,C2L-m-IND5-DF,6111001511,IND,IND5,C2L,MC,C2L-MC-IND5
331,34.2638082,-119.2056347,360,1005.5,PC1-m-IND5-DF,6111001511,IND,IND5,PC1,MC,PC1-MC-IND5
332,34.2638082,-119.2056347,360,1005.5,S3-m-IND5-DF,6111001511,IND,IND5,S3,MC,S3-MC-IND5
333,34.2638082,-119.2056347,360,1005.5,W1-h-IND5-DF,6111001511,IND,IND5,W1,HC,W1-HC-IND5
334,34.2638082,-119.2056347,360,150,S3-m-IND6-DF,6111001511,IND,IND6,S3,MC,S3-MC-IND6
335,34.2638082,-119.2056347,360,2819.025,C2L-h-REL1-DF,6111001511,REL,REL1,C2L,HC,C2L-HC-REL1
336,34.2638082,-119.2056347,360,2819.025,C2L-m-REL1-DF,6111001511,REL,REL1,C2L,MC,C2L-MC-REL1
337,34.2638082,-119.2056347,360,2776.95,W2-m-REL1-DF,6111001511,REL,REL1,W2,MC,W2-MC-REL1
338,34.2638082,-119.2056347,360,25550.2,W1-h-RES1-DF,6111001511,RES,RES1,W1,HC,W1-HC-RES1
339,34.2638082,-119.2056347,360,56869.8,W1-m-RES1-DF,6111001511,RES,RES1,W1,MC,W1-MC-RES1
340,34.2638082,-119.2056347,360,840.2,C2L-m-RES3AF-DF,6111001511,RES,RES3B,C2L,MC,C2L-MC-RES3
341,34.2638082,-119.2056347,360,840.2,RM1L-m-RES3AF-DF,6111001511,RES,RES3B,RM1L,MC,RM1L-MC-RES3
342,34.2638082,-119.2056347,360,420.1,S2L-m-RES3AF-DF,6111001511,RES,RES3B,S2L,MC,S2L-MC-RES3
343,34.2638082,-119.2056347,360,2079.495,W1-h-RES3AF-DF,6111001511,RES,RES3B,W1,HC,W1-HC-RES3
344,34.2638082,-119.2056347,360,16446.92,W1-m-RES3AF-DF,6111001511,RES,RES3B,W1,MC,W1-MC-RES3
345,34.2638082,-119.2056347,360,378.09,W2-h-RES3AF-DF,6111001511,RES,RES3B,W2,HC,W2-HC-RES3
346,34.2638082,-119.2056347,360,3552.64,C2L-m-RES3AF-DF,6111001511,RES,RES3C,C2L,MC,C2L-MC-RES3
347,34.2638082,-119.2056347,360,4567.68,RM1L-m-RES3AF-DF,6111001511,RES,RES3C,RM1L,MC,RM1L-MC-RES3
348,34.2638082,-119.2056347,360,2283.84,S1L-m-RES3AF-DF,6111001511,RES,RES3C,S1L,MC,S1L-MC-RES3
349,34.2638082,-119.2056347,360,1141.92,S2L-m-RES3AF-DF,6111001511,RES,RES3C,S2L,MC,S2L-MC-RES3
350,34.2638082,-119.2056347,360,1141.92,S4L-m-RES3AF-DF,6111001511,RES,RES3C,S4L,MC,S4L-MC-RES3
351,34.2638082,-119.2056347,360,30451.2,W1-m-RES3AF-DF,6111001511,RES,RES3C,W1,MC,W1-MC-RES3
352,34.2638082,-119.2056347,360,7612.8,W2-m-RES3AF-DF,6111001511,RES,RES3C,W2,MC,W2-MC-RES3
353,36.921837,-121.7774079,360,436,S1L-m-AGR1-DF,6087110506,AGR,AGR1,S1L,MC,S1L-MC-AGR1
354,36.921837,-121.7774079,360,5560.444,PC1-h-COM1-DF,6087110506,COM,COM1,PC1,HC,PC1-HC-COM1
355,36.921837,-121.7774079,360,2738.726,PC1-m-COM1-DF,6087110506,COM,COM1,PC1,MC,PC1-MC-COM1
356,36.921837,-121.7774079,360,5532.78,RM1L-h-COM1-DF,6087110506,COM,COM1,RM1L,HC,RM1L-HC-COM1
357,36.921837,-121.7774079,360,5532.78,RM2L-h-COM1-DF,6087110506,COM,COM1,RM2L,HC,RM2L-HC-COM1
358,36.921837,-121.7774079,360,2892.135,S3-h-COM1-DF,6087110506,COM,COM1,S3,HC,S3-HC-COM1
359,36.921837,-121.7774079,360,2892.135,S4L-m-COM1-DF,6087110506,COM,COM1,S4L,MC,S4L-MC-COM1
360,36.921837,-121.7774079,360,157.785,C1L-h-COM2-DF,6087110506,COM,COM2,C1L,HC,C1L-HC-COM2
361,36.921837,-121.7774079,360,157.785,PC1-m-COM2-DF,6087110506,COM,COM2,PC1,MC,PC1-MC-COM2
362,36.921837,-121.7774079,360,155.43,W1-h-COM2-DF,6087110506,COM,COM2,W1,HC,W1-HC-COM2
363,36.921837,-121.7774079,360,481.61,PC1-h-COM3-DF,6087110506,COM,COM3,PC1,HC,PC1-HC-COM3
364,36.921837,-121.7774079,360,481.61,RM1L-h-COM3-DF,6087110506,COM,COM3,RM1L,HC,RM1L-HC-COM3
365,36.921837,-121.7774079,360,467.445,RM1L-h-COM3-DF,6087110506,COM,COM3,RM1L,VC,RM1L-VC-COM3
366,36.921837,-121.7774079,360,467.445,RM2L-h-COM3-DF,6087110506,COM,COM3,RM2L,HC,RM2L-HC-COM3
367,36.921837,-121.7774079,360,481.61,S2L-h-COM3-DF,6087110506,COM,COM3,S2L,HC,S2L-HC-COM3
368,36.921837,-121.7774079,360,453.28,W1-h-COM3-DF,6087110506,COM,COM3,W1,HC,W1-HC-COM3
369,36.921837,-121.7774079,360,719.64,PC1-h-COM4-DF,6087110506,COM,COM4,PC1,HC,PC1-HC-COM4
370,36.921837,-121.7774079,360,719.64,PC2L-h-COM4-DF,6087110506,COM,COM4,PC2L,HC,PC2L-HC-COM4
371,36.921837,-121.7774079,360,719.64,RM1L-h-COM4-DF,6087110506,COM,COM4,RM1L,HC,RM1L-HC-COM4
372,36.921837,-121.7774079,360,719.64,RM2L-h-COM4-DF,6087110506,COM,COM4,RM2L,HC,RM2L-HC-COM4
373,36.921837,-121.7774079,360,3633.382,W1-h-COM4-DF,6087110506,COM,COM4,W1,HC,W1-HC-COM4
374,36.921837,-121.7774079,360,1484.057,W2-h-COM4-DF,6087110506,COM,COM4,W2,HC,W2-HC-COM4
375,36.921837,-121.7774079,360,944.79,C2L-h-COM5-DF,6087110506,COM,COM5,C2L,HC,C2L-HC-COM5
376,36.921837,-121.7774079,360,944.79,S3-h-COM5-DF,6087110506,COM,COM5,S3,HC,S3-HC-COM5
377,36.921837,-121.7774079,360,973.42,W1-h-COM5-DF,6087110506,COM,COM5,W1,HC,W1-HC-COM5
378,36.921837,-121.7774079,360,1900,W1-h-COM7-DF,6087110506,COM,COM7,W1,HC,W1-HC-COM7
379,36.921837,-121.7774079,360,1266.375,RM1L-h-COM8-DF,6087110506,COM,COM8,RM1L,HC,RM1L-HC-COM8
380,36.921837,-121.7774079,360,1266.375,RM2L-h-COM8-DF,6087110506,COM,COM8,RM2L,HC,RM2L-HC-COM8
381,36.921837,-121.7774079,360,1266.375,S1L-h-COM8-DF,6087110506,COM,COM8,S1L,HC,S1L-HC-COM8
382,36.921837,-121.7774079,360,1266.375,S2L-h-COM8-DF,6087110506,COM,COM8,S2L,HC,S2L-HC-COM8
383,36.921837,-121.7774079,360,2609.5,W1-h-COM8-DF,6087110506,COM,COM8,W1,HC,W1-HC-COM8
384,36.921837,-121.7774079,360,3884,S4L-m-GOV2-DF,6087110506,GOV,GOV2,S4L,MS,S4L-MS-GOV2
385,36.921837,-121.7774079,360,9804,S3-h-IND1-DF,6087110506,IND,IND1,S3,HC,S3-HC-IND1
386,36.921837,-121.7774079,360,861.7875,PC1-h-IND6-DF,6087110506,IND,IND6,PC1,HC,PC1-HC-IND6
387,36.921837,-121.7774079,360,424.4625,PC1-h-IND6-DF,6087110506,IND,IND6,PC1,VC,PC1-VC-IND6
388,36.921837,-121.7774079,360,428.75,RM1L-h-IND6-DF,6087110506,IND,IND6,RM1L,HC,RM1L-HC-IND6
389,36.921837,-121.7774079,360,1913.5,RM1L-h-REL1-DF,6087110506,REL,REL1,RM1L,HC,RM1L-HC-REL1
390,36.921837,-121.7774079,360,1913.5,RM1L-m-REL1-DF,6087110506,REL,REL1,RM1L,MC,RM1L-MC-REL1
391,36.921837,-121.7774079,360,130681.3,W1-h-RES1-DF,6087110506,RES,RES1,W1,HC,W1-HC-RES1
392,36.921837,-121.7774079,360,14001.57,W1-m-RES1-DF,6087110506,RES,RES1,W1,MC,W1-MC-RES1
393,36.921837,-121.7774079,360,10890.11,W1-h-RES1-DF,6087110506,RES,RES1,W1,VC,W1-VC-RES1
394,36.921837,-121.7774079,360,2168,MH-h-RES2-DF,6087110506,RES,RES2,MH,HC,MH-HC-RES2
395,36.921837,-121.7774079,360,4558.242,C2L-h-RES3AF-DF,6087110506,RES,RES3A,C2L,HC,C2L-HC-RES3
396,36.921837,-121.7774079,360,563.3782,PC2L-h-RES3AF-DF,6087110506,RES,RES3A,PC2L,HC,PC2L-HC-RES3
397,36.921837,-121.7774079,360,6584.94,RM1L-h-RES3AF-DF,6087110506,RES,RES3A,RM1L,HC,RM1L-HC-RES3
398,36.921837,-121.7774079,360,731.66,S3-h-RES3AF-DF,6087110506,RES,RES3A,S3,HC,S3-HC-RES3
399,36.921837,-121.7774079,360,731.66,S4L-h-RES3AF-DF,6087110506,RES,RES3A,S4L,HC,S4L-HC-RES3
400,36.921837,-121.7774079,360,59996.12,W1-h-RES3AF-DF,6087110506,RES,RES3A,W1,HC,W1-HC-RES3
401,36.921837,-121.7774079,360,106.68,C2L-h-RES3AF-DF,6087110506,RES,RES3B,C2L,HC,C2L-HC-RES3
402,36.921837,-121.7774079,360,213.36,RM1L-h-RES3AF-DF,6087110506,RES,RES3B,RM1L,HC,RM1L-HC-RES3
403,36.921837,-121.7774079,360,3106.521,W1-h-RES3AF-DF,6087110506,RES,RES3B,W1,HC,W1-HC-RES3
404,36.921837,-121.7774079,360,129.4384,W1-m-RES3AF-DF,6087110506,RES,RES3B,W1,MC,W1-MC-RES3
405,36.921837,-121.7774079,360,3309,W1-h-RES3AF-DF,6087110506,RES,RES3C,W1,HC,W1-HC-RES3
406,36.921837,-121.7774079,360,1529.5,C2L-h-RES3AF-DF,6087110506,RES,RES3D,C2L,HC,C2L-HC-RES3
407,36.921837,-121.7774079,360,1529.5,W2-h-RES3AF-DF,6087110506,RES,RES3D,W2,HC,W2-HC-RES3
408,36.921837,-121.7774079,360,7066,W2-h-RES3AF-DF,6087110506,RES,RES3E,W2,HC,W2-HC-RES3
409,36.921837,-121.7774079,360,285,W1-h-RES4-DF,6087110506,RES,RES4,W1,HC,W1-HC-RES4
410,34.0145285,-118.2980282,360,755.04,S3-h-COM1-DF,6037231210,COM,COM1,S3,HC,S3-HC-COM1
411,34.0145285,-118.2980282,360,766.48,W1-m-COM1-DF,6037231210,COM,COM1,W1,MC,W1-MC-COM1
412,34.0145285,-118.2980282,360,766.48,W2-h-COM1-DF,6037231210,COM,COM1,W2,HC,W2-HC-COM1
413,34.0145285,-118.2980282,360,87,S5L-p-COM2-DF,6037231210,COM,COM2,S5L,PC,S5L-PC-COM2
414,34.0145285,-118.2980282,360,193,URMM-p-COM3-DF,6037231210,COM,COM3,URMM,PC,URMM-PC-COM3
415,34.0145285,-118.2980282,360,4639,W2-p-COM7-DF,6037231210,COM,COM7,W2,PC,W2-PC-COM7
416,34.0145285,-118.2980282,360,1046.1,S5L-p-IND6-DF,6037231210,IND,IND6,S5L,PC,S5L-PC-IND6
417,34.0145285,-118.2980282,360,1061.95,W1-m-IND6-DF,6037231210,IND,IND6,W1,MC,W1-MC-IND6
418,34.0145285,-118.2980282,360,1061.95,W2-p-IND6-DF,6037231210,IND,IND6,W2,PC,W2-PC-IND6
419,34.0145285,-118.2980282,360,277.01,URML-p-RES1-DF,6037231210,RES,RES1,URML,PC,URML-PC-RES1
420,34.0145285,-118.2980282,360,1371.199,W1-h-RES1-DF,6037231210,RES,RES1,W1,HC,W1-HC-RES1
421,34.0145285,-118.2980282,360,26052.79,W1-m-RES1-DF,6037231210,RES,RES1,W1,MC,W1-MC-RES1
422,34.0145285,-118.2980282,360,505.8306,C2L-p-RES3AF-DF,6037231210,RES,RES3A,C2L,PC,C2L-PC-RES3
423,34.0145285,-118.2980282,360,1026.989,C3L-p-RES3AF-DF,6037231210,RES,RES3A,C3L,PC,C3L-PC-RES3
424,34.0145285,-118.2980282,360,204.376,RM1L-m-RES3AF-DF,6037231210,RES,RES3A,RM1L,MC,RM1L-MC-RES3
425,34.0145285,-118.2980282,360,173.7196,S2L-p-RES3AF-DF,6037231210,RES,RES3A,S2L,PC,S2L-PC-RES3
