assetID,lat,lon,vs30,value,vulnModel,censusTract,occType,occupancy,strType,designLevel,occ,designlevel
35,38.2949139,-122.0506429,360,8444.96,W1-m-RES1-DF,06095252311,RES,RES1,W1,MC,RES1,m
63,33.6806028,-117.2811199,360,52678.0,W1-m-RES1-DF,06065042748,RES,RES1,W1,MC,RES1,m
151,39.2634436,-121.5062545,360,299836.8,W1-m-RES1-DF,06115041001,RES,RES1,W1,MC,RES1,m
272,37.5814599,-122.3897966,360,1281359.0,W1-m-RES1-DF,06081605000,RES,RES1,W1,MC,RES1,m
339,34.2638082,-119.2056347,360,56869.8,W1-m-RES1-DF,06111001511,RES,RES1,W1,MC,RES1,m
392,36.921837,-121.7774079,360,14001.57,W1-m-RES1-DF,06087110506,RES,RES1,W1,MC,RES1,m
421,34.0145285,-118.2980282,360,26052.79,W1-m-RES1-DF,06037231210,RES,RES1,W1,MC,RES1,m
489,35.3024984,-119.0250417,360,32188.28,W1-m-RES1-DF,06029003137,RES,RES1,W1,MC,RES1,m
561,33.6638248,-117.6150118,360,100111.0,W1-m-RES1-DF,06059032049,RES,RES1,W1,MC,RES1,m
720,36.6523126,-119.8133073,360,270706.6,W1-m-RES1-DF,06019001800,RES,RES1,W1,MC,RES1,m
757,37.5773823,-122.0746665,360,367315.5,W1-m-RES1-DF,06001440305,RES,RES1,W1,MC,RES1,m
803,33.797319,-116.403939,360,8556.41,W1-m-RES1-DF,06065044921,RES,RES1,W1,MC,RES1,m
848,33.8432785,-118.1162992,360,485533.0,W1-m-RES1-DF,06037571101,RES,RES1,W1,MC,RES1,m
927,34.1029152,-117.8678976,360,320603.9,W1-m-RES1-DF,06037403801,RES,RES1,W1,MC,RES1,m
1047,37.6969031,-121.8651217,360,328616.3,W1-m-RES1-DF,06001450744,RES,RES1,W1,MC,RES1,m
1092,37.3835982,-121.8497624,360,180485.4,W1-m-RES1-DF,06085503803,RES,RES1,W1,MC,RES1,m
1179,34.2206887,-118.2400494,360,228367.2,W1-m-RES1-DF,06037300501,RES,RES1,W1,MC,RES1,m
1362,34.1623874,-118.2865467,360,69173.35,W1-m-RES1-DF,06037301601,RES,RES1,W1,MC,RES1,m
1504,39.3331714,-122.898708,360,206861.1,W1-m-RES1-DF,06033000100,RES,RES1,W1,MC,RES1,m
1596,37.7054323,-121.8611962,360,56007.6,W1-m-RES1-DF,06001450750,RES,RES1,W1,MC,RES1,m
1684,38.2692695,-122.30278,360,234882.4,W1-m-RES1-DF,06055200802,RES,RES1,W1,MC,RES1,m
1775,38.4777349,-121.432773,360,135797.0,W1-m-RES1-DF,06067004909,RES,RES1,W1,MC,RES1,m
2003,37.3584207,-122.0797124,360,1159975.0,W1-m-RES1-DF,06085510001,RES,RES1,W1,MC,RES1,m
2074,34.0663578,-117.9188723,360,415618.2,W1-m-RES1-DF,06037406500,RES,RES1,W1,MC,RES1,m
2146,32.8465129,-116.8973197,360,175499.8,W1-m-RES1-DF,06073016811,RES,RES1,W1,MC,RES1,m
2362,32.8149599,-116.9711545,360,86212.82,W1-m-RES1-DF,06073016202,RES,RES1,W1,MC,RES1,m
2417,34.2699733,-118.753251,360,307469.9,W1-m-RES1-DF,06111008001,RES,RES1,W1,MC,RES1,m
2493,37.8866878,-122.2949826,360,164432.2,W1-m-RES1-DF,06001420500,RES,RES1,W1,MC,RES1,m
2611,37.8819398,-122.2701842,360,148157.8,W1-m-RES1-DF,06001421700,RES,RES1,W1,MC,RES1,m
2727,34.028274,-118.1114285,360,269762.1,W1-m-RES1-DF,06037530005,RES,RES1,W1,MC,RES1,m
2765,38.3417498,-121.9660442,360,98370.0,W1-m-RES1-DF,06095253106,RES,RES1,W1,MC,RES1,m
2829,33.8569402,-118.1809849,360,113876.0,W1-m-RES1-DF,06037570601,RES,RES1,W1,MC,RES1,m
2875,33.9440441,-118.1559843,360,149850.4,W1-m-RES1-DF,06037551401,RES,RES1,W1,MC,RES1,m
2919,33.0785891,-117.0160101,360,38123.28,W1-m-RES1-DF,06073020710,RES,RES1,W1,MC,RES1,m
2944,33.549813,-117.1642747,360,47067.23,W1-m-RES1-DF,06065050502,RES,RES1,W1,MC,RES1,m
3067,33.5727476,-117.6651142,360,303615.2,W1-m-RES1-DF,06059032013,RES,RES1,W1,MC,RES1,m
3157,33.9864059,-118.2520926,360,35370.16,W1-m-RES1-DF,06037532800,RES,RES1,W1,MC,RES1,m
3212,33.7975374,-117.9020092,360,51409.92,W1-m-RES1-DF,06059087504,RES,RES1,W1,MC,RES1,m
3341,32.5996071,-117.0958443,360,134827.6,W1-m-RES1-DF,06073010103,RES,RES1,W1,MC,RES1,m
3437,32.6067804,-117.0642137,360,65361.83,W1-m-RES1-DF,06073013203,RES,RES1,W1,MC,RES1,m
3509,33.0084433,-117.116997,360,9260.42,W1-m-RES1-DF,06073017070,RES,RES1,W1,MC,RES1,m
3549,33.971185,-118.2216728,360,74724.21,W1-m-RES1-DF,06037534802,RES,RES1,W1,MC,RES1,m
3607,33.9393795,-118.0348881,360,216313.8,W1-m-RES1-DF,06037503202,RES,RES1,W1,MC,RES1,m
3636,38.6775795,-121.500568,360,711206.0,W1-m-RES1-DF,06067007105,RES,RES1,W1,MC,RES1,m
3768,32.8433039,-115.5795365,360,567972.3,W1-m-RES1-DF,06025011002,RES,RES1,W1,MC,RES1,m
3887,33.9044712,-117.8756618,360,267354.9,W1-m-RES1-DF,06059011707,RES,RES1,W1,MC,RES1,m
4027,37.7843303,-122.4683869,360,224344.0,W1-m-RES1-DF,06075040200,RES,RES1,W1,MC,RES1,m
4111,33.1162454,-117.054913,360,422589.8,W1-m-RES1-DF,06073020705,RES,RES1,W1,MC,RES1,m
4195,34.1414149,-118.8411541,360,457923.0,W1-m-RES1-DF,06111005907,RES,RES1,W1,MC,RES1,m
4248,34.0145548,-118.3129995,360,92750.14,W1-m-RES1-DF,06037231400,RES,RES1,W1,MC,RES1,m
4366,37.680912,-118.5531055,360,147105.3,W1-m-RES1-DF,06051000101,RES,RES1,W1,MC,RES1,m
4439,33.9554592,-117.0006491,360,155215.6,W1-m-RES1-DF,06065043810,RES,RES1,W1,MC,RES1,m
4490,34.1826183,-119.1747494,360,98624.0,W1-m-RES1-DF,06111003901,RES,RES1,W1,MC,RES1,m
4623,34.2066365,-118.4596472,360,124391.3,W1-m-RES1-DF,06037127210,RES,RES1,W1,MC,RES1,m
4703,40.1890259,-124.0091092,360,39913.5,W1-m-RES1-DF,06023011502,RES,RES1,W1,MC,RES1,m
4850,36.8479717,-121.4052567,360,427486.5,W1-m-RES1-DF,06069000400,RES,RES1,W1,MC,RES1,m
4899,38.0327016,-121.287041,360,207099.5,W1-m-RES1-DF,06077003404,RES,RES1,W1,MC,RES1,m
4953,34.1860972,-119.1833977,360,129263.2,W1-m-RES1-DF,06111003801,RES,RES1,W1,MC,RES1,m
5052,38.0264788,-121.8917588,360,227447.1,W1-m-RES1-DF,06013310000,RES,RES1,W1,MC,RES1,m
5134,37.3759697,-120.7149837,360,167213.0,W1-m-RES1-DF,06047000306,RES,RES1,W1,MC,RES1,m
5193,35.3286242,-119.0301956,360,150818.2,W1-m-RES1-DF,06029002902,RES,RES1,W1,MC,RES1,m
5277,35.3743302,-118.9580398,360,61139.26,W1-m-RES1-DF,06029001107,RES,RES1,W1,MC,RES1,m
5352,37.7281305,-122.4057589,360,225829.2,W1-m-RES1-DF,06075025702,RES,RES1,W1,MC,RES1,m
5418,37.3083189,-121.908379,360,207726.8,W1-m-RES1-DF,06085502302,RES,RES1,W1,MC,RES1,m
5482,33.6069475,-117.7160991,360,25527.06,W1-m-RES1-DF,06059062646,RES,RES1,W1,MC,RES1,m
5555,38.5333374,-122.6225737,360,121480.2,W1-m-RES1-DF,06097152602,RES,RES1,W1,MC,RES1,m
5605,34.2594737,-118.2929869,360,209181.2,W1-m-RES1-DF,06037101110,RES,RES1,W1,MC,RES1,m
5671,35.3974718,-120.8633847,360,185395.3,W1-m-RES1-DF,06079010506,RES,RES1,W1,MC,RES1,m
5716,36.5887994,-119.5492976,360,129185.6,W1-m-RES1-DF,06019008501,RES,RES1,W1,MC,RES1,m
5785,34.4140887,-119.7460689,360,329716.6,W1-m-RES1-DF,06083001306,RES,RES1,W1,MC,RES1,m
5892,37.7735446,-122.4249292,360,47971.56,W1-m-RES1-DF,06075016802,RES,RES1,W1,MC,RES1,m
6059,33.9933332,-117.836974,360,217403.5,W1-m-RES1-DF,06037403328,RES,RES1,W1,MC,RES1,m
6211,34.1519687,-118.3457252,360,186088.3,W1-m-RES1-DF,06037311602,RES,RES1,W1,MC,RES1,m
6316,34.1120694,-117.23417,360,62172.75,W1-m-RES1-DF,06071007606,RES,RES1,W1,MC,RES1,m
6422,32.7523973,-117.1051018,360,24523.13,W1-m-RES1-DF,06073002202,RES,RES1,W1,MC,RES1,m
6513,34.1160806,-118.2602407,360,127255.7,W1-m-RES1-DF,06037187101,RES,RES1,W1,MC,RES1,m
6595,37.8773391,-122.2602611,360,87680.19,W1-m-RES1-DF,06001422500,RES,RES1,W1,MC,RES1,m
6725,38.5854811,-121.4916773,360,45111.33,W1-m-RES1-DF,06067000600,RES,RES1,W1,MC,RES1,m
6803,40.5226145,-122.3699237,360,401402.4,W1-m-RES1-DF,06089011100,RES,RES1,W1,MC,RES1,m
6863,37.7855854,-122.4514018,360,197009.3,W1-m-RES1-DF,06075015402,RES,RES1,W1,MC,RES1,m
6940,34.1233292,-117.4327227,360,25859.49,W1-m-RES1-DF,06071002309,RES,RES1,W1,MC,RES1,m
7060,33.8037516,-117.7802613,360,304743.2,W1-m-RES1-DF,06059021917,RES,RES1,W1,MC,RES1,m
7139,33.7525713,-118.1586796,360,202820.8,W1-m-RES1-DF,06037577200,RES,RES1,W1,MC,RES1,m
7244,33.9311761,-118.0970125,360,365071.4,W1-m-RES1-DF,06037577800,RES,RES1,W1,MC,RES1,m
7307,36.1028669,-119.5738328,360,296062.0,W1-m-RES1-DF,06031001500,RES,RES1,W1,MC,RES1,m
7346,34.2301059,-118.4703116,360,3949.12,W1-m-RES1-DF,06037117407,RES,RES1,W1,MC,RES1,m
7421,38.6894181,-121.2669973,360,259145.0,W1-m-RES1-DF,06067008120,RES,RES1,W1,MC,RES1,m
7583,37.1283275,-121.6632475,360,238828.4,W1-m-RES1-DF,06085512314,RES,RES1,W1,MC,RES1,m
7649,39.7357415,-121.8574038,360,62562.42,W1-m-RES1-DF,06007000604,RES,RES1,W1,MC,RES1,m
7695,33.8338634,-117.1933153,360,12550.04,W1-m-RES1-DF,06065042630,RES,RES1,W1,MC,RES1,m
7757,33.7785595,-115.3687419,360,65482.3,W1-m-RES1-DF,06065046900,RES,RES1,W1,MC,RES1,m
7814,33.7090748,-117.8928567,360,373039.9,W1-m-RES1-DF,06059074111,RES,RES1,W1,MC,RES1,m
7860,37.6765026,-121.0216421,360,383016.0,W1-m-RES1-DF,06099000805,RES,RES1,W1,MC,RES1,m
7919,33.936494,-118.2716976,360,45503.04,W1-m-RES1-DF,06037241110,RES,RES1,W1,MC,RES1,m
8061,34.0892427,-117.6959221,360,86566.58,W1-m-RES1-DF,06071000201,RES,RES1,W1,MC,RES1,m
8182,37.4229973,-122.2028024,360,479952.2,W1-m-RES1-DF,06081613000,RES,RES1,W1,MC,RES1,m
8256,38.4158537,-121.412217,360,480566.0,W1-m-RES1-DF,06067009612,RES,RES1,W1,MC,RES1,m
8323,38.5448312,-121.4973382,360,795220.5,W1-m-RES1-DF,06067002400,RES,RES1,W1,MC,RES1,m
8422,33.9841925,-117.2208111,360,105113.7,W1-m-RES1-DF,06065042412,RES,RES1,W1,MC,RES1,m
8519,39.7820115,-121.6117463,360,55583.71,W1-m-RES1-DF,06007001800,RES,RES1,W1,MC,RES1,m
8615,37.7833409,-122.4293428,360,1606.955,W1-m-RES1-DF,06075015900,RES,RES1,W1,MC,RES1,m
8742,37.7468911,-121.4305154,360,30523.09,W1-m-RES1-DF,06077005303,RES,RES1,W1,MC,RES1,m
8829,36.603441,-119.4363789,360,166841.0,W1-m-RES1-DF,06019006606,RES,RES1,W1,MC,RES1,m
8951,37.662764,-121.020101,360,341667.0,W1-m-RES1-DF,06099001400,RES,RES1,W1,MC,RES1,m
9024,37.909175,-120.6163033,360,672498.8,W1-m-RES1-DF,06009000123,RES,RES1,W1,MC,RES1,m
9192,34.0902917,-118.3807073,360,194733.6,W1-m-RES1-DF,06037700502,RES,RES1,W1,MC,RES1,m
9306,36.6097599,-121.913178,360,219199.8,W1-m-RES1-DF,06053012503,RES,RES1,W1,MC,RES1,m
9425,34.1647644,-118.1815624,360,760911.8,W1-m-RES1-DF,06037460800,RES,RES1,W1,MC,RES1,m
9563,36.1944979,-119.0941664,360,80590.0,W1-m-RES1-DF,06107002800,RES,RES1,W1,MC,RES1,m
9625,34.6988264,-118.1946323,360,6967.35,W1-m-RES1-DF,06037901014,RES,RES1,W1,MC,RES1,m
9664,33.7558674,-118.4075895,360,586185.8,W1-m-RES1-DF,06037670416,RES,RES1,W1,MC,RES1,m
9732,37.9649027,-121.9701248,360,383934.6,W1-m-RES1-DF,06013333101,RES,RES1,W1,MC,RES1,m
9785,33.6636513,-117.9506384,360,371601.6,W1-m-RES1-DF,06059099217,RES,RES1,W1,MC,RES1,m
9879,34.0592132,-118.183977,360,40126.1,W1-m-RES1-DF,06037530700,RES,RES1,W1,MC,RES1,m
9919,34.4524557,-118.5384383,360,74467.8,W1-m-RES1-DF,06037920111,RES,RES1,W1,MC,RES1,m
10153,33.8118256,-117.8907963,360,229131.5,W1-m-RES1-DF,06059086303,RES,RES1,W1,MC,RES1,m
10247,34.5534723,-117.9994644,360,26042.6,W1-m-RES1-DF,06037910706,RES,RES1,W1,MC,RES1,m
10279,37.3276407,-121.7892747,360,4023.1,W1-m-RES1-DF,06085503324,RES,RES1,W1,MC,RES1,m
10328,34.2266028,-118.6502378,360,297390.4,W1-m-RES1-DF,06037113231,RES,RES1,W1,MC,RES1,m
10424,34.0923345,-118.2865853,360,13939.87,W1-m-RES1-DF,06037191301,RES,RES1,W1,MC,RES1,m
10501,36.7843832,-119.8119506,360,164469.0,W1-m-RES1-DF,06019004801,RES,RES1,W1,MC,RES1,m
10651,34.1490512,-118.126802,360,85757.34,W1-m-RES1-DF,06037462302,RES,RES1,W1,MC,RES1,m
10743,34.1689704,-117.3017644,360,125410.3,W1-m-RES1-DF,06071004507,RES,RES1,W1,MC,RES1,m
10811,33.8623366,-118.0548905,360,420263.8,W1-m-RES1-DF,06037554517,RES,RES1,W1,MC,RES1,m
10839,34.6799338,-118.0894795,360,2133.84,W1-m-RES1-DF,06037900509,RES,RES1,W1,MC,RES1,m
10903,34.2146599,-118.5229633,360,262804.0,W1-m-RES1-DF,06037131300,RES,RES1,W1,MC,RES1,m
11073,35.1222342,-120.6245239,360,242057.2,W1-m-RES1-DF,06079012102,RES,RES1,W1,MC,RES1,m
11140,37.4347438,-120.7885133,360,215913.0,W1-m-RES1-DF,06047000205,RES,RES1,W1,MC,RES1,m
11187,33.3454799,-117.1787965,360,161854.5,W1-m-RES1-DF,06073018805,RES,RES1,W1,MC,RES1,m
11271,37.669152,-122.0708563,360,146290.4,W1-m-RES1-DF,06001436403,RES,RES1,W1,MC,RES1,m
11340,38.2579938,-121.9778293,360,5335.39,W1-m-RES1-DF,06095252706,RES,RES1,W1,MC,RES1,m
11438,37.6551094,-122.4115181,360,47973.7,W1-m-RES1-DF,06081602202,RES,RES1,W1,MC,RES1,m
11614,34.0800545,-118.2197173,360,51248.3,W1-m-RES1-DF,06037199002,RES,RES1,W1,MC,RES1,m
11686,34.0150028,-117.0304418,360,282096.7,W1-m-RES1-DF,06071008708,RES,RES1,W1,MC,RES1,m
11807,38.7210871,-121.6242347,360,91154.56,W1-m-RES1-DF,06113010102,RES,RES1,W1,MC,RES1,m
12075,37.7299594,-122.2164979,360,151578.2,W1-m-RES1-DF,06001409000,RES,RES1,W1,MC,RES1,m
12191,33.9417307,-117.4200459,360,272209.2,W1-m-RES1-DF,06065031402,RES,RES1,W1,MC,RES1,m
12252,33.7396064,-118.1387839,360,85458.05,W1-m-RES1-DF,06037577504,RES,RES1,W1,MC,RES1,m
12325,38.6718265,-121.3628015,360,65699.0,W1-m-RES1-DF,06067007423,RES,RES1,W1,MC,RES1,m
12420,36.5617472,-119.3857146,360,399368.0,W1-m-RES1-DF,06107000401,RES,RES1,W1,MC,RES1,m
12461,33.0391538,-117.0823363,360,54726.96,W1-m-RES1-DF,06073017063,RES,RES1,W1,MC,RES1,m
12569,34.4232883,-119.6764178,360,76867.38,W1-m-RES1-DF,06083000806,RES,RES1,W1,MC,RES1,m
12676,34.1021372,-117.7522686,360,136529.5,W1-m-RES1-DF,06037401706,RES,RES1,W1,MC,RES1,m
12773,34.116688,-117.2960942,360,65991.72,W1-m-RES1-DF,06071005601,RES,RES1,W1,MC,RES1,m
12855,32.9425014,-116.6067743,360,155656.0,W1-m-RES1-DF,06073020902,RES,RES1,W1,MC,RES1,m
13181,37.3702943,-121.9606672,360,184005.3,W1-m-RES1-DF,06085505202,RES,RES1,W1,MC,RES1,m
13267,34.1105983,-117.9120723,360,100163.7,W1-m-RES1-DF,06037404503,RES,RES1,W1,MC,RES1,m
13319,40.7886072,-124.1501286,360,505099.6,W1-m-RES1-DF,06023000600,RES,RES1,W1,MC,RES1,m
13387,33.7262689,-116.8640681,360,56921.18,W1-m-RES1-DF,06065043701,RES,RES1,W1,MC,RES1,m
13523,37.8398785,-122.2946351,360,17869.5,W1-m-RES1-DF,06001425102,RES,RES1,W1,MC,RES1,m
13629,37.043376,-121.9607654,360,171279.6,W1-m-RES1-DF,06087121100,RES,RES1,W1,MC,RES1,m
13687,37.3973289,-121.9464072,360,42702.26,W1-m-RES1-DF,06085504903,RES,RES1,W1,MC,RES1,m
13761,34.0729192,-117.3378085,360,143752.0,W1-m-RES1-DF,06071006601,RES,RES1,W1,MC,RES1,m
13789,33.7943972,-118.2020691,360,85545.18,W1-m-RES1-DF,06037573003,RES,RES1,W1,MC,RES1,m
13851,33.7318369,-116.3141498,360,221419.0,W1-m-RES1-DF,06065044911,RES,RES1,W1,MC,RES1,m
13907,34.1002728,-117.360507,360,203677.4,W1-m-RES1-DF,06071003900,RES,RES1,W1,MC,RES1,m
13979,34.1702439,-118.4008746,360,46575.27,W1-m-RES1-DF,06037124902,RES,RES1,W1,MC,RES1,m
14108,33.7087027,-117.9499292,360,189911.8,W1-m-RES1-DF,06059099251,RES,RES1,W1,MC,RES1,m
14184,34.0721667,-118.2096449,360,21880.91,W1-m-RES1-DF,06037199802,RES,RES1,W1,MC,RES1,m
14246,34.1223633,-117.5015513,360,8448.99,W1-m-RES1-DF,06071002037,RES,RES1,W1,MC,RES1,m
14336,34.8432832,-118.9897489,360,64147.12,W1-m-RES1-DF,06029003308,RES,RES1,W1,MC,RES1,m
14410,32.7436679,-117.2377585,360,197464.3,W1-m-RES1-DF,06073007402,RES,RES1,W1,MC,RES1,m
14488,33.7862258,-118.1850263,360,25745.81,W1-m-RES1-DF,06037575300,RES,RES1,W1,MC,RES1,m
14576,34.1848664,-118.3746763,360,162922.8,W1-m-RES1-DF,06037124201,RES,RES1,W1,MC,RES1,m
14627,33.877496,-118.1959346,360,93300.48,W1-m-RES1-DF,06037570404,RES,RES1,W1,MC,RES1,m
14693,37.9398973,-122.3223418,360,326750.6,W1-m-RES1-DF,06013370000,RES,RES1,W1,MC,RES1,m
14910,34.1030014,-117.6395703,360,118883.6,W1-m-RES1-DF,06071000901,RES,RES1,W1,MC,RES1,m
15016,34.1472401,-118.7503937,360,101437.2,W1-m-RES1-DF,06037800333,RES,RES1,W1,MC,RES1,m
15076,37.6326394,-122.4484921,360,578191.7,W1-m-RES1-DF,06081603700,RES,RES1,W1,MC,RES1,m
15157,37.536519,-122.0571016,360,270737.0,W1-m-RES1-DF,06001444301,RES,RES1,W1,MC,RES1,m
15270,33.54337,-117.7618013,360,495295.0,W1-m-RES1-DF,06059062619,RES,RES1,W1,MC,RES1,m
15326,32.872302,-116.9941687,360,392165.0,W1-m-RES1-DF,06073016621,RES,RES1,W1,MC,RES1,m
15372,37.7831223,-122.481191,360,125076.1,W1-m-RES1-DF,06075042601,RES,RES1,W1,MC,RES1,m
15459,37.6152301,-121.0239311,360,237201.0,W1-m-RES1-DF,06099001603,RES,RES1,W1,MC,RES1,m
15496,33.6791968,-116.2809947,360,22048.35,W1-m-RES1-DF,06065045128,RES,RES1,W1,MC,RES1,m
15559,33.9748075,-118.1839743,360,97920.62,W1-m-RES1-DF,06037533803,RES,RES1,W1,MC,RES1,m
15633,32.7912934,-116.9509361,360,28855.69,W1-m-RES1-DF,06073015705,RES,RES1,W1,MC,RES1,m
15702,34.0621133,-118.4382515,360,235030.7,W1-m-RES1-DF,06037265203,RES,RES1,W1,MC,RES1,m
15775,33.9983747,-118.1116637,360,183561.3,W1-m-RES1-DF,06037532102,RES,RES1,W1,MC,RES1,m
15827,39.5203089,-121.6052187,360,129473.4,W1-m-RES1-DF,06007002900,RES,RES1,W1,MC,RES1,m
15960,34.0009853,-118.4807228,360,241851.5,W1-m-RES1-DF,06037702102,RES,RES1,W1,MC,RES1,m
16089,40.5276064,-122.6483381,360,378025.5,W1-m-RES1-DF,06089012400,RES,RES1,W1,MC,RES1,m
16164,34.2331848,-119.0320318,360,259445.2,W1-m-RES1-DF,06111005401,RES,RES1,W1,MC,RES1,m
16256,32.9423168,-117.0301698,360,195150.1,W1-m-RES1-DF,06073017049,RES,RES1,W1,MC,RES1,m
16377,33.0300333,-116.8487815,360,204541.3,W1-m-RES1-DF,06073020813,RES,RES1,W1,MC,RES1,m
16422,33.8481383,-117.4083363,360,108276.2,W1-m-RES1-DF,06065042008,RES,RES1,W1,MC,RES1,m
16455,33.9692253,-117.5500947,360,121923.5,W1-m-RES1-DF,06065040622,RES,RES1,W1,MC,RES1,m
16485,38.6486547,-121.5345997,360,312839.0,W1-m-RES1-DF,06067007025,RES,RES1,W1,MC,RES1,m
16574,33.9558199,-118.3570019,360,56477.02,W1-m-RES1-DF,06037601212,RES,RES1,W1,MC,RES1,m
16650,38.7619124,-121.3460981,360,560000.0,W1-m-RES1-DF,06061021047,RES,RES1,W1,MC,RES1,m
16704,38.707515,-121.37028,360,438869.0,W1-m-RES1-DF,06067007427,RES,RES1,W1,MC,RES1,m
16748,33.9104977,-117.6005669,360,91021.58,W1-m-RES1-DF,06065040806,RES,RES1,W1,MC,RES1,m
16782,40.3074315,-122.4035399,360,459330.5,W1-m-RES1-DF,06103000202,RES,RES1,W1,MC,RES1,m
16819,34.1445247,-117.2817174,360,236559.3,W1-m-RES1-DF,06071005200,RES,RES1,W1,MC,RES1,m
16887,34.1828906,-118.3650028,360,106245.7,W1-m-RES1-DF,06037123104,RES,RES1,W1,MC,RES1,m
16926,34.0414852,-118.1338308,360,214609.2,W1-m-RES1-DF,06037482702,RES,RES1,W1,MC,RES1,m
16976,33.847882,-118.199443,360,142748.4,W1-m-RES1-DF,06037571701,RES,RES1,W1,MC,RES1,m
17059,34.0787234,-118.0599421,360,158253.0,W1-m-RES1-DF,06037432902,RES,RES1,W1,MC,RES1,m
17179,38.5693327,-121.5063658,360,51985.9,W1-m-RES1-DF,06067002100,RES,RES1,W1,MC,RES1,m
17229,34.0002892,-117.9583656,360,344347.1,W1-m-RES1-DF,06037408631,RES,RES1,W1,MC,RES1,m
17301,34.1703043,-118.4443439,360,261628.0,W1-m-RES1-DF,06037128500,RES,RES1,W1,MC,RES1,m
17375,37.3703845,-122.017895,360,138946.8,W1-m-RES1-DF,06085508705,RES,RES1,W1,MC,RES1,m
17430,37.7212084,-122.1010957,360,384530.7,W1-m-RES1-DF,06001430400,RES,RES1,W1,MC,RES1,m
17503,34.0482451,-118.371949,360,159651.7,W1-m-RES1-DF,06037216700,RES,RES1,W1,MC,RES1,m
17630,34.4839878,-117.8077879,360,208093.6,W1-m-RES1-DF,06037911001,RES,RES1,W1,MC,RES1,m
17722,34.0082843,-117.8649253,360,222551.9,W1-m-RES1-DF,06037403401,RES,RES1,W1,MC,RES1,m
17863,34.1453278,-118.6590622,360,308060.2,W1-m-RES1-DF,06037800204,RES,RES1,W1,MC,RES1,m
17903,36.6045157,-121.911505,360,2893.38,W1-m-RES1-DF,06053012601,RES,RES1,W1,MC,RES1,m
17949,41.7563733,-124.230249,360,352987.2,W1-m-RES1-DF,06015000107,RES,RES1,W1,MC,RES1,m
17985,33.8755961,-117.447595,360,14953.64,W1-m-RES1-DF,06065041413,RES,RES1,W1,MC,RES1,m
18013,38.4013743,-121.4472397,360,669893.0,W1-m-RES1-DF,06067009649,RES,RES1,W1,MC,RES1,m
18147,33.9042089,-117.469161,360,77399.2,W1-m-RES1-DF,06065041408,RES,RES1,W1,MC,RES1,m
18299,39.2552088,-123.3540678,360,125433.9,W1-m-RES1-DF,06045010900,RES,RES1,W1,MC,RES1,m
18402,40.6854195,-123.7505265,360,159639.0,W1-m-RES1-DF,06023001200,RES,RES1,W1,MC,RES1,m
18471,33.9914123,-118.0592558,360,187736.7,W1-m-RES1-DF,06037501301,RES,RES1,W1,MC,RES1,m
18519,37.5199653,-122.3457246,360,399062.4,W1-m-RES1-DF,06081606900,RES,RES1,W1,MC,RES1,m
18548,34.0837315,-117.408112,360,175146.4,W1-m-RES1-DF,06071003403,RES,RES1,W1,MC,RES1,m
18613,36.7457604,-120.0781504,360,297306.0,W1-m-RES1-DF,06019004004,RES,RES1,W1,MC,RES1,m
18675,37.3610552,-122.1406585,360,1004542.0,W1-m-RES1-DF,06085511704,RES,RES1,W1,MC,RES1,m
18813,35.4700965,-120.6449015,360,160476.8,W1-m-RES1-DF,06079012503,RES,RES1,W1,MC,RES1,m
18926,33.961166,-118.2221109,360,33564.45,W1-m-RES1-DF,06037535501,RES,RES1,W1,MC,RES1,m
19039,37.6184511,-122.082604,360,149678.3,W1-m-RES1-DF,06001438400,RES,RES1,W1,MC,RES1,m
19248,34.1583413,-119.1719515,360,132809.2,W1-m-RES1-DF,06111004504,RES,RES1,W1,MC,RES1,m
19297,33.2528206,-117.3062652,360,136219.7,W1-m-RES1-DF,06073018618,RES,RES1,W1,MC,RES1,m
19361,34.25274,-116.8289796,360,136888.0,W1-m-RES1-DF,06071011407,RES,RES1,W1,MC,RES1,m
19422,38.4360805,-122.6677168,360,341795.5,W1-m-RES1-DF,06097151504,RES,RES1,W1,MC,RES1,m
19455,33.8798565,-117.1552994,360,33107.41,W1-m-RES1-DF,06065042623,RES,RES1,W1,MC,RES1,m
19501,34.2587545,-117.3129594,360,249154.2,W1-m-RES1-DF,06071010806,RES,RES1,W1,MC,RES1,m
19573,36.8593795,-119.7387495,360,789512.0,W1-m-RES1-DF,06019005508,RES,RES1,W1,MC,RES1,m
19647,32.7353586,-117.1293851,360,200116.3,W1-m-RES1-DF,06073004300,RES,RES1,W1,MC,RES1,m
19762,34.0980559,-118.3560718,360,81162.76,W1-m-RES1-DF,06037189802,RES,RES1,W1,MC,RES1,m
19996,37.37683,-121.8956853,360,43986.45,W1-m-RES1-DF,06085504318,RES,RES1,W1,MC,RES1,m
20070,34.4570452,-117.1945742,360,34553.07,W1-m-RES1-DF,06071009709,RES,RES1,W1,MC,RES1,m
20117,33.6936324,-117.8050892,360,38170.26,W1-m-RES1-DF,06059052529,RES,RES1,W1,MC,RES1,m
20189,33.7644599,-117.8899385,360,195110.1,W1-m-RES1-DF,06059075302,RES,RES1,W1,MC,RES1,m
20288,37.9987252,-122.1074271,360,68184.48,W1-m-RES1-DF,06013320003,RES,RES1,W1,MC,RES1,m
20443,37.7850941,-122.4341319,360,74366.82,W1-m-RES1-DF,06075015500,RES,RES1,W1,MC,RES1,m
