assetID,lat,lon,vs30,value,vulnModel,censusTract,occType,occupancy,strType,designLevel,occ,designlevel
213289,34.1381275,-117.9091006,360,195490.4,W1-m-RES1-DF,06037400602,RES,RES1,W1,MC,RES1,m
213341,37.7337691,-122.4206236,360,300775.2,W1-m-RES1-DF,06075025403,RES,RES1,W1,MC,RES1,m
213394,34.0951421,-118.1377177,360,61581.06,W1-m-RES1-DF,06037480303,RES,RES1,W1,MC,RES1,m
213535,33.9340988,-117.9135027,360,306863.8,W1-m-RES1-DF,06059001501,RES,RES1,W1,MC,RES1,m
213556,33.9682914,-118.2147574,360,174982.0,W1-m-RES1-DF,06037534700,RES,RES1,W1,MC,RES1,m
213618,34.0099782,-118.3409807,360,35636.63,W1-m-RES1-DF,06037236102,RES,RES1,W1,MC,RES1,m
213702,34.1634006,-118.1369963,360,142401.8,W1-m-RES1-DF,06037462100,RES,RES1,W1,MC,RES1,m
213844,34.2507603,-116.8822975,360,198780.2,W1-m-RES1-DF,06071011203,RES,RES1,W1,MC,RES1,m
213941,33.3908784,-117.1450848,360,88846.29,W1-m-RES1-DF,06073019002,RES,RES1,W1,MC,RES1,m
214011,36.7181755,-119.5325212,360,339345.3,W1-m-RES1-DF,06019006202,RES,RES1,W1,MC,RES1,m
214113,34.0437257,-117.3867642,360,160848.8,W1-m-RES1-DF,06071004003,RES,RES1,W1,MC,RES1,m
214198,38.5480623,-123.024235,360,126442.5,W1-m-RES1-DF,06097153709,RES,RES1,W1,MC,RES1,m
214265,38.0245526,-121.3141008,360,173894.6,W1-m-RES1-DF,06077003310,RES,RES1,W1,MC,RES1,m
214311,33.6518163,-117.5071044,360,65302.9,W1-m-RES1-DF,06059032041,RES,RES1,W1,MC,RES1,m
214384,36.8049393,-119.742957,360,219737.0,W1-m-RES1-DF,06019005304,RES,RES1,W1,MC,RES1,m
214446,33.937452,-116.9514019,360,17748.84,W1-m-RES1-DF,06065043818,RES,RES1,W1,MC,RES1,m
214540,37.7868659,-121.2731729,360,740301.1,W1-m-RES1-DF,06077005122,RES,RES1,W1,MC,RES1,m
214670,36.9617347,-120.0589263,360,73550.07,W1-m-RES1-DF,06039000802,RES,RES1,W1,MC,RES1,m
214759,33.9956333,-118.4203026,360,87886.9,W1-m-RES1-DF,06037275200,RES,RES1,W1,MC,RES1,m
214829,32.6311503,-117.0127578,360,260901.9,W1-m-RES1-DF,06073013414,RES,RES1,W1,MC,RES1,m
214894,34.0382967,-118.1545859,360,100074.1,W1-m-RES1-DF,06037530400,RES,RES1,W1,MC,RES1,m
214996,33.8231245,-116.5369013,360,32567.64,W1-m-RES1-DF,06065941400,RES,RES1,W1,MC,RES1,m
215057,33.8596484,-118.1925812,360,74840.4,W1-m-RES1-DF,06037570303,RES,RES1,W1,MC,RES1,m
215100,34.2905628,-118.4941725,360,544846.7,W1-m-RES1-DF,06037106645,RES,RES1,W1,MC,RES1,m
215217,36.3256057,-119.1200844,360,552155.2,W1-m-RES1-DF,06107001400,RES,RES1,W1,MC,RES1,m
215310,34.0872608,-118.296037,360,67505.13,W1-m-RES1-DF,06037191500,RES,RES1,W1,MC,RES1,m
215378,33.9799005,-117.3528319,360,35636.57,W1-m-RES1-DF,06065030503,RES,RES1,W1,MC,RES1,m
215438,37.6931543,-121.0417588,360,506166.0,W1-m-RES1-DF,06099000512,RES,RES1,W1,MC,RES1,m
215510,37.7609519,-122.4019893,360,322409.2,W1-m-RES1-DF,06075022704,RES,RES1,W1,MC,RES1,m
215595,34.0348455,-118.3046372,360,24242.55,W1-m-RES1-DF,06037221500,RES,RES1,W1,MC,RES1,m
215700,33.7363844,-117.8640244,360,207674.7,W1-m-RES1-DF,06059074602,RES,RES1,W1,MC,RES1,m
215812,34.1118065,-117.7812612,360,232531.0,W1-m-RES1-DF,06037408900,RES,RES1,W1,MC,RES1,m
215906,37.7453063,-122.1571742,360,150088.1,W1-m-RES1-DF,06001410200,RES,RES1,W1,MC,RES1,m
216056,34.2865005,-118.4160998,360,173131.4,W1-m-RES1-DF,06037104201,RES,RES1,W1,MC,RES1,m
216128,37.9689431,-122.2944098,360,404952.7,W1-m-RES1-DF,06013360200,RES,RES1,W1,MC,RES1,m
216264,37.4772604,-122.1329779,360,191739.2,W1-m-RES1-DF,06081611800,RES,RES1,W1,MC,RES1,m
216391,37.9594613,-122.3844207,360,166984.3,W1-m-RES1-DF,06013365002,RES,RES1,W1,MC,RES1,m
216515,32.7501624,-117.2185931,360,148922.3,W1-m-RES1-DF,06073006802,RES,RES1,W1,MC,RES1,m
216571,37.4800834,-122.2479926,360,595022.4,W1-m-RES1-DF,06081609900,RES,RES1,W1,MC,RES1,m
216624,33.175429,-117.2666505,360,35665.08,W1-m-RES1-DF,06073019809,RES,RES1,W1,MC,RES1,m
216697,33.9702059,-118.1616452,360,21190.42,W1-m-RES1-DF,06037534102,RES,RES1,W1,MC,RES1,m
216899,37.4798388,-122.2044791,360,175145.5,W1-m-RES1-DF,06081610500,RES,RES1,W1,MC,RES1,m
216978,33.8014503,-118.1934104,360,54424.76,W1-m-RES1-DF,06037573101,RES,RES1,W1,MC,RES1,m
217066,33.8682287,-118.0397288,360,551182.1,W1-m-RES1-DF,06037554518,RES,RES1,W1,MC,RES1,m
217114,36.7687839,-119.7790843,360,67554.0,W1-m-RES1-DF,06019003401,RES,RES1,W1,MC,RES1,m
217206,33.1274233,-117.1531487,360,73692.45,W1-m-RES1-DF,06073020310,RES,RES1,W1,MC,RES1,m
217287,33.962202,-118.2750006,360,40692.47,W1-m-RES1-DF,06037239702,RES,RES1,W1,MC,RES1,m
217378,34.0768408,-117.3768767,360,87023.85,W1-m-RES1-DF,06071003609,RES,RES1,W1,MC,RES1,m
217555,34.2763658,-119.2944448,360,52983.18,W1-m-RES1-DF,06111002400,RES,RES1,W1,MC,RES1,m
217666,34.2340798,-118.4488025,360,57920.55,W1-m-RES1-DF,06037120105,RES,RES1,W1,MC,RES1,m
217814,33.7762285,-118.3690173,360,494841.0,W1-m-RES1-DF,06037670417,RES,RES1,W1,MC,RES1,m
217864,34.1129684,-117.3642497,360,240103.5,W1-m-RES1-DF,06071003803,RES,RES1,W1,MC,RES1,m
217943,37.7409198,-121.823992,360,22229.77,W1-m-RES1-DF,06001450752,RES,RES1,W1,MC,RES1,m
218015,36.8282804,-119.659049,360,336590.0,W1-m-RES1-DF,06019005907,RES,RES1,W1,MC,RES1,m
218104,38.2395178,-122.1784603,360,247800.8,W1-m-RES1-DF,06095252204,RES,RES1,W1,MC,RES1,m
218229,34.0760031,-117.8613914,360,667643.6,W1-m-RES1-DF,06037403601,RES,RES1,W1,MC,RES1,m
218333,34.0598252,-118.2865323,360,7214.4,W1-m-RES1-DF,06037212204,RES,RES1,W1,MC,RES1,m
218434,32.9677362,-117.0571307,360,387099.2,W1-m-RES1-DF,06073017040,RES,RES1,W1,MC,RES1,m
218518,34.0723997,-117.9670237,360,153828.0,W1-m-RES1-DF,06037404806,RES,RES1,W1,MC,RES1,m
218579,36.1899328,-119.3214123,360,309440.0,W1-m-RES1-DF,06107002904,RES,RES1,W1,MC,RES1,m
218628,34.0292579,-117.8513684,360,124516.7,W1-m-RES1-DF,06037403404,RES,RES1,W1,MC,RES1,m
218677,37.3642463,-118.437388,360,226882.2,W1-m-RES1-DF,06027000300,RES,RES1,W1,MC,RES1,m
218803,34.2771069,-119.2516503,360,336342.9,W1-m-RES1-DF,06111001901,RES,RES1,W1,MC,RES1,m
218939,37.7887307,-122.4524293,360,333555.3,W1-m-RES1-DF,06075013300,RES,RES1,W1,MC,RES1,m
219081,34.1720072,-118.353119,360,195558.7,W1-m-RES1-DF,06037311200,RES,RES1,W1,MC,RES1,m
219140,34.2837188,-119.2043463,360,131077.0,W1-m-RES1-DF,06111009400,RES,RES1,W1,MC,RES1,m
219219,38.7329396,-121.2705132,360,243484.0,W1-m-RES1-DF,06061020713,RES,RES1,W1,MC,RES1,m
219303,33.7616099,-118.2947359,360,554433.7,W1-m-RES1-DF,06037295103,RES,RES1,W1,MC,RES1,m
219484,33.8066097,-118.0372135,360,278888.4,W1-m-RES1-DF,06059110113,RES,RES1,W1,MC,RES1,m
219558,34.0034845,-118.4598118,360,257493.3,W1-m-RES1-DF,06037273100,RES,RES1,W1,MC,RES1,m
219617,33.9128051,-118.3416726,360,37385.04,W1-m-RES1-DF,06037602510,RES,RES1,W1,MC,RES1,m
219832,36.212815,-121.1254693,360,139247.5,W1-m-RES1-DF,06053011302,RES,RES1,W1,MC,RES1,m
219914,34.0167262,-118.4182342,360,84448.32,W1-m-RES1-DF,06037271801,RES,RES1,W1,MC,RES1,m
220073,33.8257929,-116.4318499,360,20227.86,W1-m-RES1-DF,06065940600,RES,RES1,W1,MC,RES1,m
220139,36.9345915,-121.7679291,360,37235.55,W1-m-RES1-DF,06087110504,RES,RES1,W1,MC,RES1,m
220284,37.7546895,-120.8604232,360,894188.0,W1-m-RES1-DF,06099000202,RES,RES1,W1,MC,RES1,m
220338,33.9089692,-118.1644315,360,96176.07,W1-m-RES1-DF,06037553602,RES,RES1,W1,MC,RES1,m
220436,34.2109438,-118.2283376,360,171592.4,W1-m-RES1-DF,06037300503,RES,RES1,W1,MC,RES1,m
220522,32.9851335,-117.1744567,360,19657.9,W1-m-RES1-DF,06073017062,RES,RES1,W1,MC,RES1,m
220576,37.9572626,-122.01491,360,247598.4,W1-m-RES1-DF,06013337100,RES,RES1,W1,MC,RES1,m
220655,34.2274729,-119.0596977,360,218479.8,W1-m-RES1-DF,06111005503,RES,RES1,W1,MC,RES1,m
220689,34.4865291,-118.552028,360,15614.05,W1-m-RES1-DF,06037920120,RES,RES1,W1,MC,RES1,m
220750,37.6677204,-121.8281073,360,314042.8,W1-m-RES1-DF,06001450742,RES,RES1,W1,MC,RES1,m
220817,34.2199093,-118.5393555,360,64374.65,W1-m-RES1-DF,06037131021,RES,RES1,W1,MC,RES1,m
220946,37.9524848,-121.3008145,360,1112.444,W1-m-RES1-DF,06077000300,RES,RES1,W1,MC,RES1,m
221013,35.8715047,-119.264054,360,110264.0,W1-m-RES1-DF,06107004402,RES,RES1,W1,MC,RES1,m
221093,37.2453788,-121.8801869,360,126211.2,W1-m-RES1-DF,06085511915,RES,RES1,W1,MC,RES1,m
221150,33.9841386,-117.9033277,360,20535.2,W1-m-RES1-DF,06037408724,RES,RES1,W1,MC,RES1,m
221279,38.6097462,-122.9669388,360,250271.2,W1-m-RES1-DF,06097154000,RES,RES1,W1,MC,RES1,m
221527,37.540812,-121.97872,360,67607.1,W1-m-RES1-DF,06001441926,RES,RES1,W1,MC,RES1,m
221625,33.9380023,-117.4081832,360,266299.7,W1-m-RES1-DF,06065031401,RES,RES1,W1,MC,RES1,m
221672,34.1665091,-118.9266027,360,97891.68,W1-m-RES1-DF,06111005910,RES,RES1,W1,MC,RES1,m
221687,34.0814165,-117.3615997,360,12438.58,W1-m-RES1-DF,06071003611,RES,RES1,W1,MC,RES1,m
221908,33.9848466,-118.1524876,360,32576.88,W1-m-RES1-DF,06037532304,RES,RES1,W1,MC,RES1,m
221981,33.0613079,-117.275903,360,110167.2,W1-m-RES1-DF,06073017605,RES,RES1,W1,MC,RES1,m
222035,37.9638025,-122.5614951,360,579984.1,W1-m-RES1-DF,06041118100,RES,RES1,W1,MC,RES1,m
222136,32.7084535,-117.1381422,360,36641.51,W1-m-RES1-DF,06073004800,RES,RES1,W1,MC,RES1,m
222213,38.7326215,-121.0109264,360,702257.9,W1-m-RES1-DF,06017030801,RES,RES1,W1,MC,RES1,m
222225,38.4854276,-121.4563988,360,47623.0,W1-m-RES1-DF,06067004907,RES,RES1,W1,MC,RES1,m
222402,38.4509389,-122.736743,360,193407.0,W1-m-RES1-DF,06097153001,RES,RES1,W1,MC,RES1,m
222509,34.6173553,-118.1947725,360,33595.86,W1-m-RES1-DF,06037910210,RES,RES1,W1,MC,RES1,m
222575,40.3618083,-120.6742775,360,523261.2,W1-m-RES1-DF,06035040302,RES,RES1,W1,MC,RES1,m
222666,39.6722796,-121.5902502,360,164461.2,W1-m-RES1-DF,06007002300,RES,RES1,W1,MC,RES1,m
222725,37.4605444,-122.1476465,360,122590.5,W1-m-RES1-DF,06081612101,RES,RES1,W1,MC,RES1,m
222778,37.7523832,-122.4517871,360,389411.2,W1-m-RES1-DF,06075030500,RES,RES1,W1,MC,RES1,m
222807,34.270047,-118.3813338,360,1088.56,W1-m-RES1-DF,06037980021,RES,RES1,W1,MC,RES1,m
222868,37.7703481,-122.4377358,360,129333.2,W1-m-RES1-DF,06075016700,RES,RES1,W1,MC,RES1,m
223034,36.9803378,-121.9508138,360,100337.8,W1-m-RES1-DF,06087121802,RES,RES1,W1,MC,RES1,m
223109,33.8912309,-118.0639397,360,214039.0,W1-m-RES1-DF,06037552602,RES,RES1,W1,MC,RES1,m
223210,33.7902748,-118.2975505,360,41440.54,W1-m-RES1-DF,06037294421,RES,RES1,W1,MC,RES1,m
223327,38.3705059,-122.6996383,360,46775.58,W1-m-RES1-DF,06097151307,RES,RES1,W1,MC,RES1,m
223490,34.0620828,-118.3944002,360,251289.8,W1-m-RES1-DF,06037700902,RES,RES1,W1,MC,RES1,m
223597,32.688526,-117.0307834,360,45724.2,W1-m-RES1-DF,06073003213,RES,RES1,W1,MC,RES1,m
223625,33.8976939,-118.2950879,360,107765.3,W1-m-RES1-DF,06037603008,RES,RES1,W1,MC,RES1,m
223707,33.5365937,-117.7194079,360,213455.1,W1-m-RES1-DF,06059042326,RES,RES1,W1,MC,RES1,m
223827,33.7964377,-117.8843992,360,6363.69,W1-m-RES1-DF,06059076104,RES,RES1,W1,MC,RES1,m
223915,36.4355464,-121.3299972,360,136942.8,W1-m-RES1-DF,06053011104,RES,RES1,W1,MC,RES1,m
223982,32.7638395,-117.0835975,360,222599.7,W1-m-RES1-DF,06073002803,RES,RES1,W1,MC,RES1,m
224050,33.7235939,-117.9329098,360,392313.8,W1-m-RES1-DF,06059099226,RES,RES1,W1,MC,RES1,m
224096,34.1873507,-118.5606591,360,251352.0,W1-m-RES1-DF,06037134901,RES,RES1,W1,MC,RES1,m
224184,38.3856363,-122.9507491,360,165819.7,W1-m-RES1-DF,06097154306,RES,RES1,W1,MC,RES1,m
224274,34.0217432,-118.1822337,360,36963.79,W1-m-RES1-DF,06037531301,RES,RES1,W1,MC,RES1,m
224356,34.2690645,-118.5343557,360,635438.3,W1-m-RES1-DF,06037111206,RES,RES1,W1,MC,RES1,m
224383,33.8513236,-117.5872061,360,77269.92,W1-m-RES1-DF,06065041806,RES,RES1,W1,MC,RES1,m
224422,37.3249229,-121.764157,360,21781.34,W1-m-RES1-DF,06085503326,RES,RES1,W1,MC,RES1,m
224480,33.9992665,-118.4045296,360,69004.8,W1-m-RES1-DF,06037275101,RES,RES1,W1,MC,RES1,m
224686,34.111192,-117.814475,360,321594.8,W1-m-RES1-DF,06037401311,RES,RES1,W1,MC,RES1,m
224744,33.6205591,-117.2726363,360,20912.05,W1-m-RES1-DF,06065046405,RES,RES1,W1,MC,RES1,m
224781,36.2183673,-119.3587287,360,298894.0,W1-m-RES1-DF,06107002204,RES,RES1,W1,MC,RES1,m
224849,37.8947347,-122.3047951,360,121801.4,W1-m-RES1-DF,06001420301,RES,RES1,W1,MC,RES1,m
224908,37.7449859,-121.9480394,360,388270.1,W1-m-RES1-DF,06013345102,RES,RES1,W1,MC,RES1,m
225009,32.5966578,-117.0802103,360,26555.88,W1-m-RES1-DF,06073013205,RES,RES1,W1,MC,RES1,m
225102,33.8462667,-117.8849288,360,346551.6,W1-m-RES1-DF,06059086402,RES,RES1,W1,MC,RES1,m
225277,34.198294,-118.59964,360,54371.64,W1-m-RES1-DF,06037134520,RES,RES1,W1,MC,RES1,m
225323,38.4009925,-121.4098678,360,826546.0,W1-m-RES1-DF,06067009651,RES,RES1,W1,MC,RES1,m
225340,37.7160857,-122.4571712,360,279869.6,W1-m-RES1-DF,06075031402,RES,RES1,W1,MC,RES1,m
225366,37.7231655,-122.3685424,360,7782.9,W1-m-RES1-DF,06075980600,RES,RES1,W1,MC,RES1,m
225411,33.8604957,-117.3150981,360,142847.3,W1-m-RES1-DF,06065042009,RES,RES1,W1,MC,RES1,m
225505,34.184898,-118.344165,360,281973.8,W1-m-RES1-DF,06037311000,RES,RES1,W1,MC,RES1,m
225597,38.3108358,-122.2620496,360,389226.4,W1-m-RES1-DF,06055200400,RES,RES1,W1,MC,RES1,m
225637,38.7132482,-121.3406272,360,758003.1,W1-m-RES1-DF,06067007437,RES,RES1,W1,MC,RES1,m
225660,32.6235959,-117.1291773,360,187214.6,W1-m-RES1-DF,06073010601,RES,RES1,W1,MC,RES1,m
225681,33.8644669,-118.1891228,360,80083.1,W1-m-RES1-DF,06037570306,RES,RES1,W1,MC,RES1,m
225705,34.5369451,-117.2168232,360,75166.27,W1-m-RES1-DF,06071009727,RES,RES1,W1,MC,RES1,m
225777,37.4321826,-122.2034339,360,629806.1,W1-m-RES1-DF,06081612900,RES,RES1,W1,MC,RES1,m
225871,36.8121984,-119.7632007,360,58456.0,W1-m-RES1-DF,06019005403,RES,RES1,W1,MC,RES1,m
225995,33.9114883,-117.6312527,360,55304.68,W1-m-RES1-DF,06065040609,RES,RES1,W1,MC,RES1,m
226237,37.2792209,-121.9460918,360,251467.7,W1-m-RES1-DF,06085506502,RES,RES1,W1,MC,RES1,m
226366,36.6856739,-121.6550156,360,15326.1,W1-m-RES1-DF,06053001802,RES,RES1,W1,MC,RES1,m
226421,34.5616733,-118.0375369,360,49096.53,W1-m-RES1-DF,06037910714,RES,RES1,W1,MC,RES1,m
226530,37.7504463,-122.1837659,360,77281.77,W1-m-RES1-DF,06001409500,RES,RES1,W1,MC,RES1,m
226614,32.7979879,-117.1639702,360,42795.0,W1-m-RES1-DF,06073008701,RES,RES1,W1,MC,RES1,m
226762,36.9004008,-121.7665098,360,28030.2,W1-m-RES1-DF,06087110401,RES,RES1,W1,MC,RES1,m
226908,33.1166075,-117.3234185,360,115657.0,W1-m-RES1-DF,06073017813,RES,RES1,W1,MC,RES1,m
226962,37.6449187,-120.9254524,360,430271.0,W1-m-RES1-DF,06099002006,RES,RES1,W1,MC,RES1,m
227072,38.4078526,-122.7283931,360,194955.3,W1-m-RES1-DF,06097153201,RES,RES1,W1,MC,RES1,m
227161,34.0333803,-118.1944807,360,47151.7,W1-m-RES1-DF,06037203900,RES,RES1,W1,MC,RES1,m
227230,36.9667902,-120.0812696,360,506325.0,W1-m-RES1-DF,06039000701,RES,RES1,W1,MC,RES1,m
227304,33.9711665,-118.2465194,360,39402.73,W1-m-RES1-DF,06037535002,RES,RES1,W1,MC,RES1,m
227348,38.3861148,-122.6519679,360,187976.3,W1-m-RES1-DF,06097151505,RES,RES1,W1,MC,RES1,m
227386,38.5407306,-121.7024346,360,571115.2,W1-m-RES1-DF,06113010607,RES,RES1,W1,MC,RES1,m
227511,37.7378474,-122.1733603,360,151166.8,W1-m-RES1-DF,06001409300,RES,RES1,W1,MC,RES1,m
227596,37.3293246,-121.8781864,360,21441.95,W1-m-RES1-DF,06085501602,RES,RES1,W1,MC,RES1,m
227685,34.2352193,-118.4310495,360,168407.0,W1-m-RES1-DF,06037119801,RES,RES1,W1,MC,RES1,m
227791,39.1745665,-121.6462398,360,649644.9,W1-m-RES1-DF,06101050603,RES,RES1,W1,MC,RES1,m
227840,34.1120542,-117.3081812,360,70192.66,W1-m-RES1-DF,06071004800,RES,RES1,W1,MC,RES1,m
227908,33.2241243,-117.2353782,360,167459.4,W1-m-RES1-DF,06073019205,RES,RES1,W1,MC,RES1,m
227963,35.3407855,-119.2046722,360,280590.8,W1-m-RES1-DF,06029003213,RES,RES1,W1,MC,RES1,m
228131,35.493502,-120.6613921,360,175906.1,W1-m-RES1-DF,06079012502,RES,RES1,W1,MC,RES1,m
228277,34.0985766,-118.2961735,360,9152.0,W1-m-RES1-DF,06037191201,RES,RES1,W1,MC,RES1,m
228365,33.7440141,-116.9520967,360,86767.71,W1-m-RES1-DF,06065043308,RES,RES1,W1,MC,RES1,m
228428,36.6073772,-119.4571017,360,121293.0,W1-m-RES1-DF,06019006603,RES,RES1,W1,MC,RES1,m
228507,33.9771948,-118.1965242,360,47723.94,W1-m-RES1-DF,06037533602,RES,RES1,W1,MC,RES1,m
228615,37.8106454,-122.4245951,360,130185.3,W1-m-RES1-DF,06075010202,RES,RES1,W1,MC,RES1,m
228737,33.7629063,-118.135114,360,211722.7,W1-m-RES1-DF,06037577400,RES,RES1,W1,MC,RES1,m
228795,37.4093269,-121.8596884,360,601965.0,W1-m-RES1-DF,06085504315,RES,RES1,W1,MC,RES1,m
228826,34.1770962,-117.3024683,360,199675.1,W1-m-RES1-DF,06071004509,RES,RES1,W1,MC,RES1,m
228930,34.1878048,-118.8826181,360,140509.7,W1-m-RES1-DF,06111006900,RES,RES1,W1,MC,RES1,m
229130,34.0567584,-118.062176,360,20669.73,W1-m-RES1-DF,06037433506,RES,RES1,W1,MC,RES1,m
229229,34.5067523,-117.3135253,360,116937.6,W1-m-RES1-DF,06071009912,RES,RES1,W1,MC,RES1,m
229266,36.6701185,-121.6776093,360,203984.6,W1-m-RES1-DF,06053001600,RES,RES1,W1,MC,RES1,m
229359,34.2237427,-118.2192387,360,843277.1,W1-m-RES1-DF,06037460601,RES,RES1,W1,MC,RES1,m
229470,38.4423863,-121.466027,360,492582.0,W1-m-RES1-DF,06067009618,RES,RES1,W1,MC,RES1,m
229511,37.807347,-122.4749184,360,73376.52,W1-m-RES1-DF,06075060100,RES,RES1,W1,MC,RES1,m
229582,33.9551285,-118.1484663,360,103982.1,W1-m-RES1-DF,06037550802,RES,RES1,W1,MC,RES1,m
229676,36.6892587,-119.5750615,360,300552.1,W1-m-RES1-DF,06019006101,RES,RES1,W1,MC,RES1,m
229723,36.7901386,-119.8353599,360,205831.0,W1-m-RES1-DF,06019004703,RES,RES1,W1,MC,RES1,m
229754,37.3407497,-122.0798238,360,719726.3,W1-m-RES1-DF,06085510100,RES,RES1,W1,MC,RES1,m
229822,38.5740594,-121.440758,360,526709.7,W1-m-RES1-DF,06067000200,RES,RES1,W1,MC,RES1,m
229862,34.376269,-118.5185808,360,20868.84,W1-m-RES1-DF,06037920342,RES,RES1,W1,MC,RES1,m
229950,38.322283,-122.6934098,360,334220.7,W1-m-RES1-DF,06097151203,RES,RES1,W1,MC,RES1,m
230022,37.8018998,-122.4052575,360,89067.13,W1-m-RES1-DF,06075010402,RES,RES1,W1,MC,RES1,m
230096,33.9304056,-117.2250806,360,60910.18,W1-m-RES1-DF,06065042520,RES,RES1,W1,MC,RES1,m
230174,33.7888906,-117.9105799,360,318316.4,W1-m-RES1-DF,06059088403,RES,RES1,W1,MC,RES1,m
230313,33.9352796,-118.1339117,360,103288.4,W1-m-RES1-DF,06037551300,RES,RES1,W1,MC,RES1,m
230514,37.9559478,-121.2858947,360,2204.219,W1-m-RES1-DF,06077000102,RES,RES1,W1,MC,RES1,m
230616,33.9334312,-118.2857529,360,152391.0,W1-m-RES1-DF,06037241202,RES,RES1,W1,MC,RES1,m
230681,33.7803613,-118.0368158,360,346790.7,W1-m-RES1-DF,06059110005,RES,RES1,W1,MC,RES1,m
230700,38.5017199,-121.5454108,360,474557.0,W1-m-RES1-DF,06067004015,RES,RES1,W1,MC,RES1,m
230738,37.6002716,-122.4182149,360,474658.0,W1-m-RES1-DF,06081604600,RES,RES1,W1,MC,RES1,m
230784,32.8079329,-116.7640796,360,213022.2,W1-m-RES1-DF,06073021204,RES,RES1,W1,MC,RES1,m
230824,38.4732642,-121.3162322,360,816029.3,W1-m-RES1-DF,06067009330,RES,RES1,W1,MC,RES1,m
230934,40.6530627,-124.2233155,360,429732.2,W1-m-RES1-DF,06023010800,RES,RES1,W1,MC,RES1,m
231049,37.2550203,-121.9400151,360,310864.9,W1-m-RES1-DF,06085502704,RES,RES1,W1,MC,RES1,m
231118,37.8337423,-121.0633993,360,389978.8,W1-m-RES1-DF,06077004906,RES,RES1,W1,MC,RES1,m
231229,32.8513885,-116.9321095,360,90695.12,W1-m-RES1-DF,06073016705,RES,RES1,W1,MC,RES1,m
231263,33.9465593,-118.240423,360,28907.58,W1-m-RES1-DF,06037242202,RES,RES1,W1,MC,RES1,m
231310,34.6968119,-118.1081654,360,130127.3,W1-m-RES1-DF,06037900608,RES,RES1,W1,MC,RES1,m
231447,32.8462115,-116.9780656,360,76107.72,W1-m-RES1-DF,06073016615,RES,RES1,W1,MC,RES1,m
231527,36.8703229,-119.763675,360,629444.0,W1-m-RES1-DF,06019005516,RES,RES1,W1,MC,RES1,m
231606,36.6632958,-121.6049632,360,425.0,W1-m-RES1-DF,06053980000,RES,RES1,W1,MC,RES1,m
231714,38.3694953,-122.3628375,360,398918.6,W1-m-RES1-DF,06055201200,RES,RES1,W1,MC,RES1,m
231789,37.9035472,-121.6319653,360,133461.9,W1-m-RES1-DF,06013304007,RES,RES1,W1,MC,RES1,m
231851,32.7824563,-117.1653561,360,167129.5,W1-m-RES1-DF,06073008800,RES,RES1,W1,MC,RES1,m
231896,34.0376682,-118.0694193,360,34347.28,W1-m-RES1-DF,06037980036,RES,RES1,W1,MC,RES1,m
232009,34.0837728,-118.3388222,360,194271.4,W1-m-RES1-DF,06037191902,RES,RES1,W1,MC,RES1,m
232068,38.9508575,-120.7300282,360,73457.28,W1-m-RES1-DF,06017030604,RES,RES1,W1,MC,RES1,m
232140,34.0726142,-118.3073155,360,39075.36,W1-m-RES1-DF,06037211410,RES,RES1,W1,MC,RES1,m
232293,37.9283069,-122.3567115,360,327904.9,W1-m-RES1-DF,06013379000,RES,RES1,W1,MC,RES1,m
232348,34.0407402,-117.9245461,360,101678.2,W1-m-RES1-DF,06037407902,RES,RES1,W1,MC,RES1,m
232408,34.1745779,-118.6102569,360,160404.4,W1-m-RES1-DF,06037137202,RES,RES1,W1,MC,RES1,m
232469,37.5856169,-121.9620462,360,241435.6,W1-m-RES1-DF,06001441100,RES,RES1,W1,MC,RES1,m
232570,37.9837231,-121.7056383,360,149732.8,W1-m-RES1-DF,06013302007,RES,RES1,W1,MC,RES1,m
232734,37.7601234,-122.3852679,360,148733.1,W1-m-RES1-DF,06075022600,RES,RES1,W1,MC,RES1,m
233054,37.3306153,-121.8955567,360,103041.2,W1-m-RES1-DF,06085500800,RES,RES1,W1,MC,RES1,m
233160,33.9928507,-117.3656092,360,76589.06,W1-m-RES1-DF,06065030103,RES,RES1,W1,MC,RES1,m
233203,38.0910546,-122.2030664,360,146917.8,W1-m-RES1-DF,06095250502,RES,RES1,W1,MC,RES1,m
233293,34.094395,-118.319013,360,11464.71,W1-m-RES1-DF,06037190902,RES,RES1,W1,MC,RES1,m
233576,37.7753353,-122.4022844,360,85930.85,W1-m-RES1-DF,06075018000,RES,RES1,W1,MC,RES1,m
233679,33.6322217,-117.6565092,360,231860.1,W1-m-RES1-DF,06059032032,RES,RES1,W1,MC,RES1,m
233721,34.1162767,-117.6203447,360,357763.6,W1-m-RES1-DF,06071000812,RES,RES1,W1,MC,RES1,m
233757,33.898257,-118.3395521,360,189104.0,W1-m-RES1-DF,06037603703,RES,RES1,W1,MC,RES1,m
233817,33.7780719,-118.0585144,360,856067.4,W1-m-RES1-DF,06059110012,RES,RES1,W1,MC,RES1,m
233856,33.9436514,-118.3633461,360,30223.2,W1-m-RES1-DF,06037601501,RES,RES1,W1,MC,RES1,m
233995,38.5336236,-121.4693182,360,185008.2,W1-m-RES1-DF,06067003700,RES,RES1,W1,MC,RES1,m
234019,41.2860192,-122.4609376,360,155926.8,W1-m-RES1-DF,06093001001,RES,RES1,W1,MC,RES1,m
234062,34.0418546,-118.3794518,360,26639.91,W1-m-RES1-DF,06037269601,RES,RES1,W1,MC,RES1,m
