AssetID,Latitude,Longitude,Vs30,Value,Vulnerability,censusTract,occType,occupancy,strType,designLevel,ExpectedLoss
"234",37.581460,-122.389797,360,23280.77,"W1-m-COM7-DF","6081605000","COM","COM7","W1","MC",NaN
"235",37.581460,-122.389797,360,3789.89,"W2-m-COM7-DF","6081605000","COM","COM7","W2","MC",NaN
"236",37.581460,-122.389797,360,2120.60,"C2L-m-COM8-DF","6081605000","COM","COM8","C2L","MC",NaN
"237",37.581460,-122.389797,360,2120.60,"RM2L-m-COM8-DF","6081605000","COM","COM8","RM2L","MC",NaN
"238",37.581460,-122.389797,360,2163.01,"S2L-m-COM8-DF","6081605000","COM","COM8","S2L","MC",NaN
"239",37.581460,-122.389797,360,2099.39,"S4L-h-COM8-DF","6081605000","COM","COM8","S4L","HC",NaN
"240",37.581460,-122.389797,360,2099.39,"S4L-m-COM8-DF","6081605000","COM","COM8","S4L","MC",NaN
"241",37.581460,-122.389797,360,9207.77,"C2L-m-EDU1-DF","6081605000","EDU","EDU1","C2L","MS",NaN
"242",37.581460,-122.389797,360,9207.77,"PC1-m-EDU1-DF","6081605000","EDU","EDU1","PC1","MS",NaN
"243",37.581460,-122.389797,360,27623.31,"RM1L-m-EDU1-DF","6081605000","EDU","EDU1","RM1L","MS",NaN
"244",37.581460,-122.389797,360,9207.77,"S2L-m-EDU1-DF","6081605000","EDU","EDU1","S2L","MS",NaN
"245",37.581460,-122.389797,360,9207.77,"S4L-m-EDU1-DF","6081605000","EDU","EDU1","S4L","MS",NaN
"246",37.581460,-122.389797,360,19252.61,"W2-m-EDU1-DF","6081605000","EDU","EDU1","W2","MS",NaN
"247",37.581460,-122.389797,360,187.00,"S1M-m-GOV1-DF","6081605000","GOV","GOV1","S1M","MC",NaN
"248",37.581460,-122.389797,360,187.00,"W1-m-GOV1-DF","6081605000","GOV","GOV1","W1","MC",NaN
"249",37.581460,-122.389797,360,5402.00,"RM1L-m-GOV2-DF","6081605000","GOV","GOV2","RM1L","MS",NaN
"250",37.581460,-122.389797,360,359.00,"C1L-m-IND1-DF","6081605000","IND","IND1","C1L","MC",NaN
"251",37.581460,-122.389797,360,1327.25,"PC2L-m-IND2-DF","6081605000","IND","IND2","PC2L","MC",NaN
"252",37.581460,-122.389797,360,1353.80,"S3-m-IND2-DF","6081605000","IND","IND2","S3","MC",NaN
"253",37.581460,-122.389797,360,1313.98,"S4L-m-IND2-DF","6081605000","IND","IND2","S4L","MC",NaN
"254",37.581460,-122.389797,360,1313.98,"S5L-p-IND2-DF","6081605000","IND","IND2","S5L","PC",NaN
"255",37.581460,-122.389797,360,2080.88,"C2L-m-IND5-DF","6081605000","IND","IND5","C2L","MC",NaN
"256",37.581460,-122.389797,360,6242.63,"PC1-m-IND5-DF","6081605000","IND","IND5","PC1","MC",NaN
"257",37.581460,-122.389797,360,2164.11,"RM2L-m-IND5-DF","6081605000","IND","IND5","RM2L","MC",NaN
"258",37.581460,-122.389797,360,2032.60,"S2L-m-IND5-DF","6081605000","IND","IND5","S2L","MC",NaN
"259",37.581460,-122.389797,360,2032.60,"S2M-m-IND5-DF","6081605000","IND","IND5","S2M","MC",NaN
"260",37.581460,-122.389797,360,2094.19,"S3-m-IND5-DF","6081605000","IND","IND5","S3","MC",NaN
"261",37.581460,-122.389797,360,434.19,"C2L-p-IND6-DF","6081605000","IND","IND6","C2L","PC",NaN
"262",37.581460,-122.389797,360,434.19,"C2L-h-IND6-DF","6081605000","IND","IND6","C2L","VC",NaN
"263",37.581460,-122.389797,360,1302.56,"PC1-m-IND6-DF","6081605000","IND","IND6","PC1","MC",NaN
"264",37.581460,-122.389797,360,428.48,"RM1L-h-IND6-DF","6081605000","IND","IND6","RM1L","HC",NaN
"265",37.581460,-122.389797,360,428.48,"RM2L-m-IND6-DF","6081605000","IND","IND6","RM2L","MC",NaN
"266",37.581460,-122.389797,360,2685.11,"W1-m-IND6-DF","6081605000","IND","IND6","W1","MC",NaN
"267",37.581460,-122.389797,360,9064.00,"RM2L-m-REL1-DF","6081605000","REL","REL1","RM2L","MC",NaN
"268",37.581460,-122.389797,360,8973.36,"S1L-h-REL1-DF","6081605000","REL","REL1","S1L","HC",NaN
"269",37.581460,-122.389797,360,8973.36,"S2L-m-REL1-DF","6081605000","REL","REL1","S2L","MC",NaN
"270",37.581460,-122.389797,360,9245.28,"S3-m-REL1-DF","6081605000","REL","REL1","S3","MC",NaN
"271",37.581460,-122.389797,360,55711.24,"W1-h-RES1-DF","6081605000","RES","RES1","W1","HC",NaN
"272",37.581460,-122.389797,360,1281359.00,"W1-m-RES1-DF","6081605000","RES","RES1","W1","MC",NaN
"273",37.581460,-122.389797,360,41783.43,"W1-h-RES1-DF","6081605000","RES","RES1","W1","VC",NaN
"274",37.581460,-122.389797,360,13927.81,"W2-h-RES1-DF","6081605000","RES","RES1","W2","HC",NaN
"275",37.581460,-122.389797,360,1743.24,"C2L-m-RES3AF-DF","6081605000","RES","RES3A","C2L","MC",NaN
"276",37.581460,-122.389797,360,581.08,"C2L-p-RES3AF-DF","6081605000","RES","RES3A","C2L","PC",NaN
"277",37.581460,-122.389797,360,581.08,"C3L-p-RES3AF-DF","6081605000","RES","RES3A","C3L","PC",NaN
"278",37.581460,-122.389797,360,1743.24,"RM1L-m-RES3AF-DF","6081605000","RES","RES3A","RM1L","MC",NaN
"279",37.581460,-122.389797,360,1162.16,"S2L-m-RES3AF-DF","6081605000","RES","RES3A","S2L","MC",NaN
"280",37.581460,-122.389797,360,697.30,"W1-h-RES3AF-DF","6081605000","RES","RES3A","W1","HC",NaN
"281",37.581460,-122.389797,360,20686.45,"W1-m-RES3AF-DF","6081605000","RES","RES3A","W1","MC",NaN
"282",37.581460,-122.389797,360,1162.16,"W2-m-RES3AF-DF","6081605000","RES","RES3A","W2","MC",NaN
"283",37.581460,-122.389797,360,697.30,"W2-h-RES3AF-DF","6081605000","RES","RES3A","W2","VC",NaN
"284",37.581460,-122.389797,360,1023.21,"C2L-m-RES3AF-DF","6081605000","RES","RES3B","C2L","MC",NaN
"285",37.581460,-122.389797,360,568.45,"S3-m-RES3AF-DF","6081605000","RES","RES3B","S3","MC",NaN
"286",37.581460,-122.389797,360,9777.34,"W1-m-RES3AF-DF","6081605000","RES","RES3B","W1","MC",NaN
"287",37.581460,-122.389797,360,1646.70,"RM1L-m-RES3AF-DF","6081605000","RES","RES3C","RM1L","MC",NaN
"288",37.581460,-122.389797,360,9929.60,"W1-m-RES3AF-DF","6081605000","RES","RES3C","W1","MC",NaN
"289",37.581460,-122.389797,360,4890.70,"W2-m-RES3AF-DF","6081605000","RES","RES3C","W2","MC",NaN
"290",37.581460,-122.389797,360,4921.83,"C2L-m-RES3AF-DF","6081605000","RES","RES3D","C2L","MC",NaN
"291",37.581460,-122.389797,360,7109.31,"RM1L-m-RES3AF-DF","6081605000","RES","RES3D","RM1L","MC",NaN
"292",37.581460,-122.389797,360,9384.29,"W1-m-RES3AF-DF","6081605000","RES","RES3D","W1","MC",NaN
"293",37.581460,-122.389797,360,2559.35,"W1-h-RES3AF-DF","6081605000","RES","RES3D","W1","VC",NaN
"294",37.581460,-122.389797,360,28152.87,"W2-m-RES3AF-DF","6081605000","RES","RES3D","W2","MC",NaN
"295",37.581460,-122.389797,360,2559.35,"W2-h-RES3AF-DF","6081605000","RES","RES3D","W2","VC",NaN
"296",37.581460,-122.389797,360,10509.30,"C2L-m-RES3AF-DF","6081605000","RES","RES3E","C2L","MC",NaN
"297",37.581460,-122.389797,360,5202.10,"S1M-h-RES3AF-DF","6081605000","RES","RES3E","S1M","HC",NaN
"298",37.581460,-122.389797,360,5359.74,"S2L-m-RES3AF-DF","6081605000","RES","RES3E","S2L","MC",NaN
"299",37.581460,-122.389797,360,5202.10,"S4M-m-RES3AF-DF","6081605000","RES","RES3E","S4M","MC",NaN
"300",37.581460,-122.389797,360,32111.75,"W2-m-RES3AF-DF","6081605000","RES","RES3E","W2","MC",NaN
"301",37.581460,-122.389797,360,12192.18,"W2-h-RES3AF-DF","6081605000","RES","RES3F","W2","HC",NaN
"302",37.581460,-122.389797,360,12192.18,"W2-m-RES3AF-DF","6081605000","RES","RES3F","W2","MC",NaN
"303",37.581460,-122.389797,360,12561.64,"W2-h-RES3AF-DF","6081605000","RES","RES3F","W2","VC",NaN
"304",37.581460,-122.389797,360,192.00,"W1-h-RES4-DF","6081605000","RES","RES4","W1","VC",NaN
"305",37.581460,-122.389797,360,14259.30,"RM1M-m-RES6-DF","6081605000","RES","RES6","RM1M","MC",NaN
"306",37.581460,-122.389797,360,14661.15,"W1-m-RES6-DF","6081605000","RES","RES6","W1","MC",NaN
"307",37.581460,-122.389797,360,35894.55,"W2-m-RES6-DF","6081605000","RES","RES6","W2","MC",NaN
"308",34.263808,-119.205635,360,106.00,"RM2L-m-COM1-DF","6111001511","COM","COM1","RM2L","MC",NaN
"309",34.263808,-119.205635,360,73.00,"S1L-m-COM10-DF","6111001511","COM","COM10","S1L","MC",NaN
"310",34.263808,-119.205635,360,922.00,"PC1-m-COM2-DF","6111001511","COM","COM2","PC1","MC",NaN
"311",34.263808,-119.205635,360,347.73,"C2L-m-COM3-DF","6111001511","COM","COM3","C2L","MC",NaN
"312",34.263808,-119.205635,360,347.73,"PC1-m-COM3-DF","6111001511","COM","COM3","PC1","MC",NaN
"313",34.263808,-119.205635,360,342.54,"RM1L-m-COM3-DF","6111001511","COM","COM3","RM1L","MC",NaN
"314",34.263808,-119.205635,360,2200.50,"C2L-m-COM4-DF","6111001511","COM","COM4","C2L","MC",NaN
"315",34.263808,-119.205635,360,726.17,"RM1M-h-COM4-DF","6111001511","COM","COM4","RM1M","HC",NaN
"316",34.263808,-119.205635,360,1474.34,"RM2L-h-COM4-DF","6111001511","COM","COM4","RM2L","HC",NaN
"317",34.263808,-119.205635,360,733.50,"W1-h-COM4-DF","6111001511","COM","COM4","W1","HC",NaN
"318",34.263808,-119.205635,360,733.50,"W1-m-COM4-DF","6111001511","COM","COM4","W1","MC",NaN
"319",34.263808,-119.205635,360,733.50,"W2-h-COM4-DF","6111001511","COM","COM4","W2","HC",NaN
"320",34.263808,-119.205635,360,733.50,"W2-m-COM4-DF","6111001511","COM","COM4","W2","MC",NaN
"321",34.263808,-119.205635,360,5673.03,"RM2L-m-COM5-DF","6111001511","COM","COM5","RM2L","MC",NaN
"322",34.263808,-119.205635,360,11517.97,"W2-m-COM5-DF","6111001511","COM","COM5","W2","MC",NaN
"323",34.263808,-119.205635,360,3838.00,"PC1-h-COM7-DF","6111001511","COM","COM7","PC1","HC",NaN
"324",34.263808,-119.205635,360,1446.00,"C2M-m-COM8-DF","6111001511","COM","COM8","C2M","MC",NaN
"325",34.263808,-119.205635,360,13474.50,"C2L-h-EDU1-DF","6111001511","EDU","EDU1","C2L","HS",NaN
"326",34.263808,-119.205635,360,13474.50,"RM1L-m-EDU1-DF","6111001511","EDU","EDU1","RM1L","MS",NaN
"327",34.263808,-119.205635,360,972.00,"C2M-m-GOV1-DF","6111001511","GOV","GOV1","C2M","MC",NaN
"328",34.263808,-119.205635,360,419.00,"C2L-h-IND2-DF","6111001511","IND","IND2","C2L","HC",NaN
"329",34.263808,-119.205635,360,419.00,"RM1L-m-IND2-DF","6111001511","IND","IND2","RM1L","MC",NaN
"330",34.263808,-119.205635,360,1005.50,"C2L-m-IND5-DF","6111001511","IND","IND5","C2L","MC",NaN
"331",34.263808,-119.205635,360,1005.50,"PC1-m-IND5-DF","6111001511","IND","IND5","PC1","MC",NaN
"332",34.263808,-119.205635,360,1005.50,"S3-m-IND5-DF","6111001511","IND","IND5","S3","MC",NaN
"333",34.263808,-119.205635,360,1005.50,"W1-h-IND5-DF","6111001511","IND","IND5","W1","HC",NaN
"334",34.263808,-119.205635,360,150.00,"S3-m-IND6-DF","6111001511","IND","IND6","S3","MC",NaN
"335",34.263808,-119.205635,360,2819.03,"C2L-h-REL1-DF","6111001511","REL","REL1","C2L","HC",NaN
"336",34.263808,-119.205635,360,2819.03,"C2L-m-REL1-DF","6111001511","REL","REL1","C2L","MC",NaN
"337",34.263808,-119.205635,360,2776.95,"W2-m-REL1-DF","6111001511","REL","REL1","W2","MC",NaN
"338",34.263808,-119.205635,360,25550.20,"W1-h-RES1-DF","6111001511","RES","RES1","W1","HC",NaN
"339",34.263808,-119.205635,360,56869.80,"W1-m-RES1-DF","6111001511","RES","RES1","W1","MC",NaN
"340",34.263808,-119.205635,360,840.20,"C2L-m-RES3AF-DF","6111001511","RES","RES3B","C2L","MC",NaN
"341",34.263808,-119.205635,360,840.20,"RM1L-m-RES3AF-DF","6111001511","RES","RES3B","RM1L","MC",NaN
"342",34.263808,-119.205635,360,420.10,"S2L-m-RES3AF-DF","6111001511","RES","RES3B","S2L","MC",NaN
"343",34.263808,-119.205635,360,2079.50,"W1-h-RES3AF-DF","6111001511","RES","RES3B","W1","HC",NaN
"344",34.263808,-119.205635,360,16446.92,"W1-m-RES3AF-DF","6111001511","RES","RES3B","W1","MC",NaN
"345",34.263808,-119.205635,360,378.09,"W2-h-RES3AF-DF","6111001511","RES","RES3B","W2","HC",NaN
"346",34.263808,-119.205635,360,3552.64,"C2L-m-RES3AF-DF","6111001511","RES","RES3C","C2L","MC",NaN
"347",34.263808,-119.205635,360,4567.68,"RM1L-m-RES3AF-DF","6111001511","RES","RES3C","RM1L","MC",NaN
"348",34.263808,-119.205635,360,2283.84,"S1L-m-RES3AF-DF","6111001511","RES","RES3C","S1L","MC",NaN
"349",34.263808,-119.205635,360,1141.92,"S2L-m-RES3AF-DF","6111001511","RES","RES3C","S2L","MC",NaN
"350",34.263808,-119.205635,360,1141.92,"S4L-m-RES3AF-DF","6111001511","RES","RES3C","S4L","MC",NaN
"351",34.263808,-119.205635,360,30451.20,"W1-m-RES3AF-DF","6111001511","RES","RES3C","W1","MC",NaN
"352",34.263808,-119.205635,360,7612.80,"W2-m-RES3AF-DF","6111001511","RES","RES3C","W2","MC",NaN
"353",36.921837,-121.777408,360,436.00,"S1L-m-AGR1-DF","6087110506","AGR","AGR1","S1L","MC",NaN
"354",36.921837,-121.777408,360,5560.44,"PC1-h-COM1-DF","6087110506","COM","COM1","PC1","HC",NaN
"355",36.921837,-121.777408,360,2738.73,"PC1-m-COM1-DF","6087110506","COM","COM1","PC1","MC",NaN
"356",36.921837,-121.777408,360,5532.78,"RM1L-h-COM1-DF","6087110506","COM","COM1","RM1L","HC",NaN
"357",36.921837,-121.777408,360,5532.78,"RM2L-h-COM1-DF","6087110506","COM","COM1","RM2L","HC",NaN
"358",36.921837,-121.777408,360,2892.14,"S3-h-COM1-DF","6087110506","COM","COM1","S3","HC",NaN
"359",36.921837,-121.777408,360,2892.14,"S4L-m-COM1-DF","6087110506","COM","COM1","S4L","MC",NaN
"360",36.921837,-121.777408,360,157.79,"C1L-h-COM2-DF","6087110506","COM","COM2","C1L","HC",NaN
"361",36.921837,-121.777408,360,157.79,"PC1-m-COM2-DF","6087110506","COM","COM2","PC1","MC",NaN
"362",36.921837,-121.777408,360,155.43,"W1-h-COM2-DF","6087110506","COM","COM2","W1","HC",NaN
"363",36.921837,-121.777408,360,481.61,"PC1-h-COM3-DF","6087110506","COM","COM3","PC1","HC",NaN
"364",36.921837,-121.777408,360,481.61,"RM1L-h-COM3-DF","6087110506","COM","COM3","RM1L","HC",NaN
"365",36.921837,-121.777408,360,467.45,"RM1L-h-COM3-DF","6087110506","COM","COM3","RM1L","VC",NaN
"366",36.921837,-121.777408,360,467.45,"RM2L-h-COM3-DF","6087110506","COM","COM3","RM2L","HC",NaN
"367",36.921837,-121.777408,360,481.61,"S2L-h-COM3-DF","6087110506","COM","COM3","S2L","HC",NaN
"368",36.921837,-121.777408,360,453.28,"W1-h-COM3-DF","6087110506","COM","COM3","W1","HC",NaN
"369",36.921837,-121.777408,360,719.64,"PC1-h-COM4-DF","6087110506","COM","COM4","PC1","HC",NaN
"370",36.921837,-121.777408,360,719.64,"PC2L-h-COM4-DF","6087110506","COM","COM4","PC2L","HC",NaN
"371",36.921837,-121.777408,360,719.64,"RM1L-h-COM4-DF","6087110506","COM","COM4","RM1L","HC",NaN
"372",36.921837,-121.777408,360,719.64,"RM2L-h-COM4-DF","6087110506","COM","COM4","RM2L","HC",NaN
"373",36.921837,-121.777408,360,3633.38,"W1-h-COM4-DF","6087110506","COM","COM4","W1","HC",NaN
"374",36.921837,-121.777408,360,1484.06,"W2-h-COM4-DF","6087110506","COM","COM4","W2","HC",NaN
"375",36.921837,-121.777408,360,944.79,"C2L-h-COM5-DF","6087110506","COM","COM5","C2L","HC",NaN
"376",36.921837,-121.777408,360,944.79,"S3-h-COM5-DF","6087110506","COM","COM5","S3","HC",NaN
"377",36.921837,-121.777408,360,973.42,"W1-h-COM5-DF","6087110506","COM","COM5","W1","HC",NaN
"378",36.921837,-121.777408,360,1900.00,"W1-h-COM7-DF","6087110506","COM","COM7","W1","HC",NaN
"379",36.921837,-121.777408,360,1266.38,"RM1L-h-COM8-DF","6087110506","COM","COM8","RM1L","HC",NaN
"380",36.921837,-121.777408,360,1266.38,"RM2L-h-COM8-DF","6087110506","COM","COM8","RM2L","HC",NaN
"381",36.921837,-121.777408,360,1266.38,"S1L-h-COM8-DF","6087110506","COM","COM8","S1L","HC",NaN
"382",36.921837,-121.777408,360,1266.38,"S2L-h-COM8-DF","6087110506","COM","COM8","S2L","HC",NaN
"383",36.921837,-121.777408,360,2609.50,"W1-h-COM8-DF","6087110506","COM","COM8","W1","HC",NaN
"384",36.921837,-121.777408,360,3884.00,"S4L-m-GOV2-DF","6087110506","GOV","GOV2","S4L","MS",NaN
"385",36.921837,-121.777408,360,9804.00,"S3-h-IND1-DF","6087110506","IND","IND1","S3","HC",NaN
"386",36.921837,-121.777408,360,861.79,"PC1-h-IND6-DF","6087110506","IND","IND6","PC1","HC",NaN
"387",36.921837,-121.777408,360,424.46,"PC1-h-IND6-DF","6087110506","IND","IND6","PC1","VC",NaN
"388",36.921837,-121.777408,360,428.75,"RM1L-h-IND6-DF","6087110506","IND","IND6","RM1L","HC",NaN
"389",36.921837,-121.777408,360,1913.50,"RM1L-h-REL1-DF","6087110506","REL","REL1","RM1L","HC",NaN
"390",36.921837,-121.777408,360,1913.50,"RM1L-m-REL1-DF","6087110506","REL","REL1","RM1L","MC",NaN
"391",36.921837,-121.777408,360,130681.30,"W1-h-RES1-DF","6087110506","RES","RES1","W1","HC",NaN
"392",36.921837,-121.777408,360,14001.57,"W1-m-RES1-DF","6087110506","RES","RES1","W1","MC",NaN
"393",36.921837,-121.777408,360,10890.11,"W1-h-RES1-DF","6087110506","RES","RES1","W1","VC",NaN
"394",36.921837,-121.777408,360,2168.00,"MH-h-RES2-DF","6087110506","RES","RES2","MH","HC",NaN
"395",36.921837,-121.777408,360,4558.24,"C2L-h-RES3AF-DF","6087110506","RES","RES3A","C2L","HC",NaN
"396",36.921837,-121.777408,360,563.38,"PC2L-h-RES3AF-DF","6087110506","RES","RES3A","PC2L","HC",NaN
"397",36.921837,-121.777408,360,6584.94,"RM1L-h-RES3AF-DF","6087110506","RES","RES3A","RM1L","HC",NaN
"398",36.921837,-121.777408,360,731.66,"S3-h-RES3AF-DF","6087110506","RES","RES3A","S3","HC",NaN
"399",36.921837,-121.777408,360,731.66,"S4L-h-RES3AF-DF","6087110506","RES","RES3A","S4L","HC",NaN
"400",36.921837,-121.777408,360,59996.12,"W1-h-RES3AF-DF","6087110506","RES","RES3A","W1","HC",NaN
"401",36.921837,-121.777408,360,106.68,"C2L-h-RES3AF-DF","6087110506","RES","RES3B","C2L","HC",NaN
"402",36.921837,-121.777408,360,213.36,"RM1L-h-RES3AF-DF","6087110506","RES","RES3B","RM1L","HC",NaN
"403",36.921837,-121.777408,360,3106.52,"W1-h-RES3AF-DF","6087110506","RES","RES3B","W1","HC",NaN
"404",36.921837,-121.777408,360,129.44,"W1-m-RES3AF-DF","6087110506","RES","RES3B","W1","MC",NaN
"405",36.921837,-121.777408,360,3309.00,"W1-h-RES3AF-DF","6087110506","RES","RES3C","W1","HC",NaN
"406",36.921837,-121.777408,360,1529.50,"C2L-h-RES3AF-DF","6087110506","RES","RES3D","C2L","HC",NaN
"407",36.921837,-121.777408,360,1529.50,"W2-h-RES3AF-DF","6087110506","RES","RES3D","W2","HC",NaN
"408",36.921837,-121.777408,360,7066.00,"W2-h-RES3AF-DF","6087110506","RES","RES3E","W2","HC",NaN
"409",36.921837,-121.777408,360,285.00,"W1-h-RES4-DF","6087110506","RES","RES4","W1","HC",NaN
"410",34.014529,-118.298028,360,755.04,"S3-h-COM1-DF","6037231210","COM","COM1","S3","HC",NaN
"411",34.014529,-118.298028,360,766.48,"W1-m-COM1-DF","6037231210","COM","COM1","W1","MC",NaN
"412",34.014529,-118.298028,360,766.48,"W2-h-COM1-DF","6037231210","COM","COM1","W2","HC",NaN
"413",34.014529,-118.298028,360,87.00,"S5L-p-COM2-DF","6037231210","COM","COM2","S5L","PC",NaN
"414",34.014529,-118.298028,360,193.00,"URMM-p-COM3-DF","6037231210","COM","COM3","URMM","PC",NaN
"415",34.014529,-118.298028,360,4639.00,"W2-p-COM7-DF","6037231210","COM","COM7","W2","PC",NaN
"416",34.014529,-118.298028,360,1046.10,"S5L-p-IND6-DF","6037231210","IND","IND6","S5L","PC",NaN
"417",34.014529,-118.298028,360,1061.95,"W1-m-IND6-DF","6037231210","IND","IND6","W1","MC",NaN
"418",34.014529,-118.298028,360,1061.95,"W2-p-IND6-DF","6037231210","IND","IND6","W2","PC",NaN
"419",34.014529,-118.298028,360,277.01,"URML-p-RES1-DF","6037231210","RES","RES1","URML","PC",NaN
"420",34.014529,-118.298028,360,1371.20,"W1-h-RES1-DF","6037231210","RES","RES1","W1","HC",NaN
"421",34.014529,-118.298028,360,26052.79,"W1-m-RES1-DF","6037231210","RES","RES1","W1","MC",NaN
"422",34.014529,-118.298028,360,505.83,"C2L-p-RES3AF-DF","6037231210","RES","RES3A","C2L","PC",NaN
"423",34.014529,-118.298028,360,1026.99,"C3L-p-RES3AF-DF","6037231210","RES","RES3A","C3L","PC",NaN
"424",34.014529,-118.298028,360,204.38,"RM1L-m-RES3AF-DF","6037231210","RES","RES3A","RM1L","MC",NaN
"425",34.014529,-118.298028,360,173.72,"S2L-p-RES3AF-DF","6037231210","RES","RES3A","S2L","PC",NaN
"426",34.014529,-118.298028,360,168.61,"S3-m-RES3AF-DF","6037231210","RES","RES3A","S3","MC",NaN
"427",34.014529,-118.298028,360,168.61,"S5L-p-RES3AF-DF","6037231210","RES","RES3A","S5L","PC",NaN
"428",34.014529,-118.298028,360,817.50,"URML-p-RES3AF-DF","6037231210","RES","RES3A","URML","PC",NaN
"429",34.014529,-118.298028,360,480.28,"W1-h-RES3AF-DF","6037231210","RES","RES3A","W1","HC",NaN
"430",34.014529,-118.298028,360,47548.07,"W1-m-RES3AF-DF","6037231210","RES","RES3A","W1","MC",NaN
"431",34.014529,-118.298028,360,332.78,"S2M-m-RES3AF-DF","6037231210","RES","RES3B","S2M","MC",NaN
"432",34.014529,-118.298028,360,2635.62,"W1-h-RES3AF-DF","6037231210","RES","RES3B","W1","HC",NaN
"433",34.014529,-118.298028,360,30309.60,"W1-m-RES3AF-DF","6037231210","RES","RES3B","W1","MC",NaN
"434",34.014529,-118.298028,360,1130.58,"C2M-m-RES3AF-DF","6037231210","RES","RES3C","C2M","MC",NaN
"435",34.014529,-118.298028,360,1130.58,"PC2M-h-RES3AF-DF","6037231210","RES","RES3C","PC2M","SC",NaN
"436",34.014529,-118.298028,360,904.46,"RM1M-h-RES3AF-DF","6037231210","RES","RES3C","RM1M","SC",NaN
"437",34.014529,-118.298028,360,1076.31,"S1M-p-RES3AF-DF","6037231210","RES","RES3C","S1M","PC",NaN
"438",34.014529,-118.298028,360,1044.65,"S3-h-RES3AF-DF","6037231210","RES","RES3C","S3","HC",NaN
"439",34.014529,-118.298028,360,1044.65,"S4M-h-RES3AF-DF","6037231210","RES","RES3C","S4M","SC",NaN
"440",34.014529,-118.298028,360,4278.10,"W1-h-RES3AF-DF","6037231210","RES","RES3C","W1","HC",NaN
"441",34.014529,-118.298028,360,31113.43,"W1-m-RES3AF-DF","6037231210","RES","RES3C","W1","MC",NaN
"442",34.014529,-118.298028,360,3500.26,"W2-m-RES3AF-DF","6037231210","RES","RES3C","W2","MC",NaN
"443",34.014529,-118.298028,360,2951.62,"C2M-m-RES3AF-DF","6037231210","RES","RES3D","C2M","MC",NaN
"444",34.014529,-118.298028,360,2740.79,"RM1M-m-RES3AF-DF","6037231210","RES","RES3D","RM1M","MC",NaN
"445",34.014529,-118.298028,360,2740.79,"RM2M-m-RES3AF-DF","6037231210","RES","RES3D","RM2M","MC",NaN
"446",34.014529,-118.298028,360,2951.62,"S2M-m-RES3AF-DF","6037231210","RES","RES3D","S2M","MC",NaN
"447",34.014529,-118.298028,360,2770.31,"W1-m-RES3AF-DF","6037231210","RES","RES3D","W1","MC",NaN
"448",34.014529,-118.298028,360,16929.65,"W2-m-RES3AF-DF","6037231210","RES","RES3D","W2","MC",NaN
"449",34.014529,-118.298028,360,11081.22,"W2-p-RES3AF-DF","6037231210","RES","RES3D","W2","PC",NaN
"450",34.014529,-118.298028,360,4325.00,"C3M-p-RES3AF-DF","6037231210","RES","RES3E","C3M","PC",NaN
"451",34.014529,-118.298028,360,4325.00,"S2M-p-RES3AF-DF","6037231210","RES","RES3E","S2M","PC",NaN
"452",34.014529,-118.298028,360,8693.25,"W2-m-RES3AF-DF","6037231210","RES","RES3E","W2","MC",NaN
"453",34.014529,-118.298028,360,4281.75,"W2-p-RES3AF-DF","6037231210","RES","RES3E","W2","PC",NaN
"454",34.014529,-118.298028,360,759.00,"W1-m-RES4-DF","6037231210","RES","RES4","W1","MC",NaN
"455",35.302498,-119.025042,360,110.00,"RM1L-h-AGR1-DF","6029003137","AGR","AGR1","RM1L","HC",NaN
"456",35.302498,-119.025042,360,5724.87,"C2L-h-COM1-DF","6029003137","COM","COM1","C2L","HC",NaN
"457",35.302498,-119.025042,360,5898.35,"PC1-h-COM1-DF","6029003137","COM","COM1","PC1","HC",NaN
"458",35.302498,-119.025042,360,5724.87,"PC1-m-COM1-DF","6029003137","COM","COM1","PC1","MC",NaN
"459",35.302498,-119.025042,360,5782.70,"RM1L-h-COM1-DF","6029003137","COM","COM1","RM1L","HC",NaN
"460",35.302498,-119.025042,360,5782.70,"RM2L-m-COM1-DF","6029003137","COM","COM1","RM2L","MC",NaN
"461",35.302498,-119.025042,360,11565.40,"S3-m-COM1-DF","6029003137","COM","COM1","S3","MC",NaN
"462",35.302498,-119.025042,360,6045.55,"W1-m-COM1-DF","6029003137","COM","COM1","W1","MC",NaN
"463",35.302498,-119.025042,360,6045.55,"W2-h-COM1-DF","6029003137","COM","COM1","W2","HC",NaN
"464",35.302498,-119.025042,360,2710.49,"PC1-h-COM2-DF","6029003137","COM","COM2","PC1","HC",NaN
"465",35.302498,-119.025042,360,1335.02,"PC1-m-COM2-DF","6029003137","COM","COM2","PC1","MC",NaN
"466",35.302498,-119.025042,360,1348.50,"S1L-m-COM2-DF","6029003137","COM","COM2","S1L","MC",NaN
"467",35.302498,-119.025042,360,226.50,"PC2L-h-COM3-DF","6029003137","COM","COM3","PC2L","HC",NaN
"468",35.302498,-119.025042,360,226.50,"RM1L-m-COM3-DF","6029003137","COM","COM3","RM1L","MC",NaN
"469",35.302498,-119.025042,360,365.55,"C2L-h-COM4-DF","6029003137","COM","COM4","C2L","HC",NaN
"470",35.302498,-119.025042,360,365.55,"PC1-h-COM4-DF","6029003137","COM","COM4","PC1","HC",NaN
"471",35.302498,-119.025042,360,365.55,"RM1L-h-COM4-DF","6029003137","COM","COM4","RM1L","HC",NaN
